"Deaths per day (experimental statistics) by sex, age and time"

" "," ","2013M01D01","2013M01D02","2013M01D03","2013M01D04","2013M01D05","2013M01D06","2013M01D07","2013M01D08","2013M01D09","2013M01D10","2013M01D11","2013M01D12","2013M01D13","2013M01D14","2013M01D15","2013M01D16","2013M01D17","2013M01D18","2013M01D19","2013M01D20","2013M01D21","2013M01D22","2013M01D23","2013M01D24","2013M01D25","2013M01D26","2013M01D27","2013M01D28","2013M01D29","2013M01D30","2013M01D31","2013M02D01","2013M02D02","2013M02D03","2013M02D04","2013M02D05","2013M02D06","2013M02D07","2013M02D08","2013M02D09","2013M02D10","2013M02D11","2013M02D12","2013M02D13","2013M02D14","2013M02D15","2013M02D16","2013M02D17","2013M02D18","2013M02D19","2013M02D20","2013M02D21","2013M02D22","2013M02D23","2013M02D24","2013M02D25","2013M02D26","2013M02D27","2013M02D28","2013M03D01","2013M03D02","2013M03D03","2013M03D04","2013M03D05","2013M03D06","2013M03D07","2013M03D08","2013M03D09","2013M03D10","2013M03D11","2013M03D12","2013M03D13","2013M03D14","2013M03D15","2013M03D16","2013M03D17","2013M03D18","2013M03D19","2013M03D20","2013M03D21","2013M03D22","2013M03D23","2013M03D24","2013M03D25","2013M03D26","2013M03D27","2013M03D28","2013M03D29","2013M03D30","2013M03D31","2013M04D01","2013M04D02","2013M04D03","2013M04D04","2013M04D05","2013M04D06","2013M04D07","2013M04D08","2013M04D09","2013M04D10","2013M04D11","2013M04D12","2013M04D13","2013M04D14","2013M04D15","2013M04D16","2013M04D17","2013M04D18","2013M04D19","2013M04D20","2013M04D21","2013M04D22","2013M04D23","2013M04D24","2013M04D25","2013M04D26","2013M04D27","2013M04D28","2013M04D29","2013M04D30","2013M05D01","2013M05D02","2013M05D03","2013M05D04","2013M05D05","2013M05D06","2013M05D07","2013M05D08","2013M05D09","2013M05D10","2013M05D11","2013M05D12","2013M05D13","2013M05D14","2013M05D15","2013M05D16","2013M05D17","2013M05D18","2013M05D19","2013M05D20","2013M05D21","2013M05D22","2013M05D23","2013M05D24","2013M05D25","2013M05D26","2013M05D27","2013M05D28","2013M05D29","2013M05D30","2013M05D31","2013M06D01","2013M06D02","2013M06D03","2013M06D04","2013M06D05","2013M06D06","2013M06D07","2013M06D08","2013M06D09","2013M06D10","2013M06D11","2013M06D12","2013M06D13","2013M06D14","2013M06D15","2013M06D16","2013M06D17","2013M06D18","2013M06D19","2013M06D20","2013M06D21","2013M06D22","2013M06D23","2013M06D24","2013M06D25","2013M06D26","2013M06D27","2013M06D28","2013M06D29","2013M06D30","2013M07D01","2013M07D02","2013M07D03","2013M07D04","2013M07D05","2013M07D06","2013M07D07","2013M07D08","2013M07D09","2013M07D10","2013M07D11","2013M07D12","2013M07D13","2013M07D14","2013M07D15","2013M07D16","2013M07D17","2013M07D18","2013M07D19","2013M07D20","2013M07D21","2013M07D22","2013M07D23","2013M07D24","2013M07D25","2013M07D26","2013M07D27","2013M07D28","2013M07D29","2013M07D30","2013M07D31","2013M08D01","2013M08D02","2013M08D03","2013M08D04","2013M08D05","2013M08D06","2013M08D07","2013M08D08","2013M08D09","2013M08D10","2013M08D11","2013M08D12","2013M08D13","2013M08D14","2013M08D15","2013M08D16","2013M08D17","2013M08D18","2013M08D19","2013M08D20","2013M08D21","2013M08D22","2013M08D23","2013M08D24","2013M08D25","2013M08D26","2013M08D27","2013M08D28","2013M08D29","2013M08D30","2013M08D31","2013M09D01","2013M09D02","2013M09D03","2013M09D04","2013M09D05","2013M09D06","2013M09D07","2013M09D08","2013M09D09","2013M09D10","2013M09D11","2013M09D12","2013M09D13","2013M09D14","2013M09D15","2013M09D16","2013M09D17","2013M09D18","2013M09D19","2013M09D20","2013M09D21","2013M09D22","2013M09D23","2013M09D24","2013M09D25","2013M09D26","2013M09D27","2013M09D28","2013M09D29","2013M09D30","2013M10D01","2013M10D02","2013M10D03","2013M10D04","2013M10D05","2013M10D06","2013M10D07","2013M10D08","2013M10D09","2013M10D10","2013M10D11","2013M10D12","2013M10D13","2013M10D14","2013M10D15","2013M10D16","2013M10D17","2013M10D18","2013M10D19","2013M10D20","2013M10D21","2013M10D22","2013M10D23","2013M10D24","2013M10D25","2013M10D26","2013M10D27","2013M10D28","2013M10D29","2013M10D30","2013M10D31","2013M11D01","2013M11D02","2013M11D03","2013M11D04","2013M11D05","2013M11D06","2013M11D07","2013M11D08","2013M11D09","2013M11D10","2013M11D11","2013M11D12","2013M11D13","2013M11D14","2013M11D15","2013M11D16","2013M11D17","2013M11D18","2013M11D19","2013M11D20","2013M11D21","2013M11D22","2013M11D23","2013M11D24","2013M11D25","2013M11D26","2013M11D27","2013M11D28","2013M11D29","2013M11D30","2013M12D01","2013M12D02","2013M12D03","2013M12D04","2013M12D05","2013M12D06","2013M12D07","2013M12D08","2013M12D09","2013M12D10","2013M12D11","2013M12D12","2013M12D13","2013M12D14","2013M12D15","2013M12D16","2013M12D17","2013M12D18","2013M12D19","2013M12D20","2013M12D21","2013M12D22","2013M12D23","2013M12D24","2013M12D25","2013M12D26","2013M12D27","2013M12D28","2013M12D29","2013M12D30","2013M12D31"
" ","40-44 years",0,1,2,1,2,1,4,1,1,1,1,1,2,2,0,2,2,5,4,0,1,1,4,1,0,1,2,2,1,4,1,1,0,1,5,0,1,1,3,2,0,3,2,3,1,1,0,0,0,0,1,0,0,1,1,1,1,0,2,5,2,0,1,0,1,5,1,2,0,3,3,1,1,2,1,0,0,0,0,0,3,2,2,0,1,1,3,0,0,0,3,1,0,1,3,0,1,1,0,2,2,1,2,1,1,0,0,1,0,2,4,3,0,1,2,0,2,3,1,0,2,4,0,3,1,1,2,2,1,0,0,1,2,1,2,0,1,0,0,1,2,1,3,0,1,0,2,1,3,2,0,1,2,2,1,2,0,0,3,1,6,1,3,2,0,1,1,1,1,2,0,2,1,2,1,1,1,0,0,1,3,1,1,0,0,2,2,0,3,1,1,1,0,1,1,2,0,1,2,2,2,3,0,0,0,0,2,0,2,1,1,2,2,0,4,0,0,1,0,3,1,1,0,0,3,0,1,1,1,0,2,1,0,2,1,2,2,0,0,0,0,3,1,1,2,0,1,3,0,0,1,1,3,0,5,2,2,1,3,0,2,3,0,0,2,1,0,0,0,1,0,1,1,0,0,2,1,3,0,0,0,2,3,0,2,0,1,2,1,2,1,1,2,1,0,0,1,2,1,1,2,1,6,2,1,2,0,0,1,1,1,2,2,0,2,1,2,3,1,1,2,2,1,1,6,0,0,1,1,0,2,1,2,0,4,0,2,3,1,1,0,0,0,2,0,0,1,2,2,0,1,1,0,4,1,0,4,0,3,0,0,2,3,2,3
" ","45-49 years",1,5,1,1,2,1,5,0,3,3,1,3,2,3,2,3,4,1,2,2,4,3,1,2,2,0,3,6,2,5,2,0,1,3,0,1,4,3,4,5,4,3,0,4,3,4,1,3,5,1,0,2,2,4,1,4,3,3,7,3,0,1,2,2,4,1,3,4,4,2,1,4,6,3,1,0,3,3,3,1,2,1,1,2,2,0,2,3,6,2,3,3,4,3,2,1,1,2,6,1,1,1,3,0,4,2,4,3,2,2,2,0,0,1,4,0,1,2,3,3,3,1,2,3,4,3,1,2,2,2,1,2,3,5,4,2,2,2,1,1,3,3,1,6,4,1,1,2,8,1,3,2,1,3,1,0,1,2,8,2,7,1,0,0,1,2,3,1,5,0,1,3,0,4,3,3,2,2,3,3,2,2,3,2,2,3,2,5,3,2,1,6,0,1,2,1,2,5,2,5,2,4,6,5,4,6,3,3,0,4,2,0,2,3,2,3,3,2,0,4,0,3,2,1,1,3,1,0,0,4,1,2,1,5,1,0,1,1,0,1,2,2,0,3,3,0,2,1,1,2,2,2,2,2,3,0,6,1,2,1,4,1,5,4,0,1,1,1,2,2,4,1,1,4,3,3,3,1,2,1,4,2,2,1,3,2,0,2,3,0,0,0,1,4,6,2,2,5,1,3,2,4,4,1,3,5,4,5,3,3,4,1,1,5,2,2,2,4,4,1,3,2,1,2,2,6,0,2,2,0,1,4,2,1,2,6,3,0,2,0,0,2,3,6,3,3,1,3,3,0,1,3,1,2,2,2,5,3,3,2,3,3,1,1,6
" ","50-54 years",7,2,1,1,4,2,6,3,3,4,3,3,1,6,5,2,7,4,5,8,3,5,2,8,3,3,7,2,9,3,2,3,6,3,3,4,7,7,2,4,3,7,7,9,3,4,4,5,3,5,3,9,4,4,3,6,7,2,4,3,5,7,4,6,4,1,4,3,2,4,5,2,7,5,1,4,3,7,2,2,4,4,6,8,3,10,2,1,4,5,4,2,2,5,2,5,3,7,2,4,3,1,6,7,7,7,7,4,6,2,2,2,4,4,2,0,6,4,2,4,6,4,1,1,3,0,0,6,3,6,2,3,5,4,4,2,3,5,5,5,4,4,7,2,2,2,6,8,4,5,4,2,2,4,0,5,5,2,4,2,3,3,5,3,3,8,5,2,7,5,2,4,1,3,2,7,8,7,2,1,2,1,1,9,6,2,6,5,0,6,9,4,4,4,3,5,2,6,3,0,6,5,4,5,4,3,3,5,5,7,6,0,3,5,4,4,5,3,2,4,4,1,3,1,1,5,1,6,4,3,7,6,1,7,1,4,1,3,4,5,3,7,2,9,3,3,3,3,4,1,2,2,2,3,3,2,3,1,4,4,4,4,8,3,1,4,6,3,3,3,4,4,4,6,7,5,3,3,1,6,4,6,6,3,4,4,6,1,4,2,2,3,5,6,2,0,1,3,2,2,5,7,6,5,3,3,3,3,1,1,1,5,4,2,0,6,2,6,1,2,4,8,2,4,2,7,3,5,7,1,4,4,4,6,1,3,2,3,5,1,2,4,6,1,3,4,5,2,3,6,3,6,6,5,3,3,5,5,3,2,6,1,2,3,3
" ","55-59 years",11,7,8,5,6,8,6,12,6,5,9,4,7,14,12,5,7,13,8,7,10,9,10,6,10,6,3,5,7,6,7,9,8,5,4,7,9,10,3,3,6,8,8,4,9,8,8,7,10,4,6,7,5,8,2,4,11,10,5,7,6,6,6,7,7,7,12,5,7,3,6,6,9,4,8,7,10,6,12,4,5,4,4,6,12,5,5,9,1,5,8,8,5,5,8,3,10,5,8,10,5,4,7,5,5,2,5,4,8,5,6,11,3,4,6,7,4,2,5,11,7,5,8,8,10,8,11,7,8,8,6,5,3,5,6,9,5,5,4,9,8,5,4,5,6,8,6,12,8,4,6,5,0,7,4,10,7,5,7,0,4,6,10,8,5,5,4,5,8,6,6,7,5,3,5,4,7,6,5,6,5,4,2,4,6,8,7,3,8,6,4,3,4,8,4,5,6,5,8,5,6,4,8,8,8,7,5,11,3,5,8,4,6,7,6,7,4,7,8,4,3,4,8,3,2,7,4,5,4,5,5,5,5,13,4,5,5,5,5,3,1,7,10,2,4,7,7,4,4,4,5,5,8,7,3,7,5,7,9,3,6,5,8,6,7,6,6,5,6,3,3,2,2,5,4,5,1,4,4,7,4,7,9,4,4,5,4,3,3,8,4,4,3,6,4,6,9,10,6,3,3,6,9,3,2,6,7,8,5,6,2,6,8,9,9,3,4,4,6,10,8,10,4,7,4,2,7,7,4,12,4,3,3,2,3,5,5,7,9,6,4,2,7,8,9,4,4,10,6,4,3,5,4,6,6,6,0,9,6,7,6,3,6,5,5
" ","60-64 years",14,15,10,10,10,6,6,8,8,11,10,9,9,9,10,9,6,6,8,6,13,10,8,16,3,7,10,8,7,9,12,9,7,4,8,13,4,7,10,10,17,22,8,7,15,8,4,12,7,15,14,6,12,10,12,6,10,9,11,6,10,6,15,10,7,4,8,7,11,11,7,5,13,6,13,13,12,9,11,10,5,11,12,11,7,9,6,14,11,8,3,5,8,13,9,17,9,12,11,7,14,9,7,9,7,11,11,12,7,8,8,11,7,8,9,10,8,8,9,10,11,13,3,8,12,12,6,10,3,11,8,4,19,10,8,8,9,8,11,6,10,8,8,12,5,3,15,7,9,8,12,11,8,9,10,8,10,10,11,12,4,6,4,10,7,8,9,10,8,5,11,8,7,9,7,4,12,6,11,7,9,13,13,7,12,9,8,13,9,8,5,10,10,8,9,12,10,8,9,8,9,6,6,9,14,7,8,9,7,9,10,13,8,5,12,6,8,7,5,8,4,7,5,5,10,7,8,5,8,12,11,1,3,3,7,9,5,4,11,7,12,8,9,7,9,7,8,18,8,13,8,3,11,6,8,8,12,4,10,15,6,11,7,8,7,6,6,5,10,12,11,11,11,12,5,9,8,11,10,11,6,13,2,8,5,6,9,6,6,5,7,8,4,6,9,5,10,5,11,4,11,3,6,2,13,10,14,13,8,7,4,9,9,9,11,11,12,7,11,9,15,11,7,12,6,6,8,6,7,9,9,10,9,5,9,9,7,11,5,12,5,3,7,4,14,9,8,9,9,10,9,5,6,6,7,7,14,8,12,7,12,6,4,4,4
" ","65-69 years",23,28,13,21,17,14,21,11,16,15,18,17,12,10,10,16,12,22,16,18,10,17,7,10,19,6,12,17,20,19,12,13,18,15,9,21,15,18,19,15,12,22,21,14,6,11,12,19,14,20,13,19,11,11,23,20,13,10,21,21,20,10,24,15,11,15,11,10,9,13,10,11,15,11,16,10,17,14,13,18,10,16,9,17,14,15,14,12,8,16,19,21,13,14,15,10,10,17,12,18,13,18,16,6,17,17,16,13,11,5,9,22,14,12,17,16,12,18,18,13,10,13,15,12,11,9,14,9,22,19,8,16,15,11,18,19,19,11,8,13,17,13,15,16,8,11,17,13,11,14,12,17,19,17,9,14,8,13,10,12,15,11,14,11,14,13,10,18,14,12,13,12,15,16,16,15,11,7,10,20,13,13,13,11,10,10,12,18,11,13,18,17,10,20,8,8,16,16,13,17,11,11,17,12,14,13,11,13,10,10,14,13,9,12,12,10,11,12,8,11,11,7,11,17,12,7,7,13,13,9,9,10,13,13,11,19,9,16,11,7,7,13,9,22,11,14,15,8,12,19,4,11,15,15,17,7,12,10,13,12,10,17,15,19,8,10,14,7,14,12,13,15,11,14,15,14,13,11,14,16,18,15,15,15,13,15,24,6,21,13,11,10,19,6,13,10,9,15,16,11,14,15,13,21,12,10,6,14,13,15,5,15,10,10,14,13,17,18,11,10,30,9,13,15,11,9,8,13,12,8,15,8,7,11,19,11,15,13,16,9,14,10,18,16,11,13,16,12,10,4,16,13,16,12,16,18,8,12,12,10,11,10,19,15,15
" ","70-74 years",15,11,31,14,15,14,12,25,16,16,14,18,14,17,19,13,16,15,23,12,12,17,20,18,16,12,17,24,17,17,17,22,12,18,24,11,20,22,20,23,17,15,13,17,12,18,16,15,10,17,11,13,14,20,21,16,18,12,17,21,14,11,19,18,20,8,17,22,13,16,15,13,18,18,13,18,10,14,11,17,20,17,21,12,16,22,13,19,16,18,8,21,13,16,22,17,18,13,17,10,21,14,18,13,16,14,17,16,14,14,6,16,16,12,23,15,17,14,17,14,18,14,16,18,13,16,14,15,18,11,14,19,14,18,11,11,17,19,11,19,11,13,12,15,13,17,12,9,9,7,17,19,12,13,16,16,16,14,14,17,23,16,9,15,14,10,15,5,14,10,18,16,14,14,14,15,17,11,21,17,14,20,14,18,10,11,15,15,14,15,17,16,13,9,20,11,11,12,22,11,7,14,16,9,12,15,17,10,13,14,13,15,14,17,12,13,12,17,11,14,12,14,12,12,14,10,16,11,20,12,15,16,15,21,18,14,16,14,10,14,9,14,8,14,15,15,13,12,17,14,13,14,16,9,19,18,11,14,18,16,19,20,21,18,16,17,14,10,10,6,18,12,17,9,15,15,9,14,20,12,8,12,13,16,27,13,17,12,14,12,11,17,11,22,7,21,14,10,16,15,18,15,11,13,19,17,24,13,13,16,15,9,7,8,10,13,21,15,20,18,4,12,19,16,11,14,11,9,18,13,15,14,16,10,16,20,14,16,16,22,13,18,12,17,10,21,16,13,15,11,24,16,16,20,14,14,17,15,26,14,15,12,9,19,13
" ","75-79 years",21,19,30,23,28,31,28,13,18,17,24,20,29,25,21,16,17,25,25,18,21,17,20,20,19,16,19,23,23,21,26,25,23,26,20,19,24,19,30,28,10,26,19,15,23,25,22,16,24,27,28,20,26,17,19,19,20,28,24,28,25,22,19,22,24,20,20,24,22,15,29,18,20,21,17,15,23,21,17,16,17,21,20,17,25,24,20,19,12,17,17,15,15,25,20,20,16,19,28,27,15,14,22,20,22,22,26,14,23,13,21,17,13,27,21,18,19,17,16,21,19,16,18,22,15,20,15,13,13,13,15,23,22,10,17,18,17,14,22,20,12,16,20,17,13,23,16,27,18,19,23,13,14,21,15,10,21,19,14,18,23,15,17,14,21,17,15,17,17,12,11,16,11,19,15,20,25,27,20,12,16,8,21,18,19,18,25,22,8,15,19,22,12,16,20,13,17,16,14,18,12,13,21,14,14,19,14,16,13,14,21,24,8,8,20,18,14,23,26,14,15,17,11,22,4,21,15,14,21,21,13,19,20,14,21,15,8,10,15,21,12,13,14,13,17,22,20,19,17,12,12,25,15,14,15,18,15,12,17,19,21,16,17,15,20,24,21,20,22,23,14,19,22,19,19,18,20,16,9,20,16,22,16,21,18,20,14,22,13,14,16,12,21,14,12,21,19,16,17,14,16,10,10,22,10,19,10,17,16,27,17,15,20,17,16,19,20,20,19,24,11,15,16,9,25,17,13,22,14,15,12,15,20,22,20,20,22,13,15,14,17,16,12,13,20,8,24,13,21,16,25,19,20,20,27,14,12,15,20,25,29,22,18,17,10
" ","80-84 years",27,26,29,28,27,33,32,21,32,28,31,37,25,24,30,27,26,33,18,27,33,27,23,21,25,40,34,18,19,34,19,31,35,28,30,28,29,31,30,31,31,37,26,22,25,29,30,23,30,26,33,19,25,33,29,29,20,32,29,28,34,20,29,28,32,32,15,28,15,33,25,19,23,19,26,28,27,27,33,27,25,21,22,30,35,34,22,24,33,20,30,24,25,29,17,21,28,26,16,20,29,23,29,22,23,27,27,26,19,22,18,28,21,24,24,19,11,17,23,23,14,19,19,19,26,31,18,23,19,24,26,19,19,19,12,19,25,32,15,22,22,17,19,19,32,22,20,24,20,16,24,16,20,23,19,21,28,19,26,14,20,18,25,29,24,10,20,24,27,26,17,21,23,23,16,21,17,24,15,16,18,17,23,27,23,20,18,27,21,16,15,26,23,16,19,15,25,18,17,21,22,20,21,19,19,16,17,16,29,25,13,19,16,26,20,15,17,25,22,25,19,17,28,21,20,23,22,11,29,17,13,21,23,13,19,15,19,17,18,19,20,18,21,8,19,20,20,14,25,21,21,20,19,21,18,26,19,23,21,24,22,23,21,19,21,14,17,24,21,25,20,18,20,20,20,24,7,26,23,14,29,26,18,16,17,16,28,19,20,19,27,12,28,18,15,28,18,27,14,25,21,22,22,17,22,25,23,20,20,17,20,27,25,18,21,17,17,22,30,20,23,29,13,21,22,27,25,20,28,28,18,14,31,21,12,21,18,18,17,17,23,24,16,17,30,25,19,31,29,25,23,21,29,21,23,20,21,21,31,16,31,16,26,31,27
" ","85-89 years",43,30,31,36,33,36,35,24,30,27,25,29,42,34,32,25,30,34,24,21,20,25,34,26,38,36,21,26,41,31,38,35,29,32,29,38,30,39,33,24,29,34,23,32,28,29,25,34,26,27,29,31,28,27,21,36,35,29,26,30,24,32,32,33,21,17,21,26,21,20,22,31,26,33,32,19,27,34,18,28,16,29,36,26,29,26,22,28,18,32,27,34,32,25,21,27,26,34,20,23,23,25,28,26,13,32,18,26,20,29,18,33,19,24,26,29,25,22,27,25,22,15,27,29,12,28,26,26,28,26,26,25,19,24,16,20,27,14,27,19,11,23,16,24,28,23,13,19,14,26,13,26,16,21,25,20,24,23,15,23,17,5,23,17,16,25,24,17,11,21,25,29,22,21,24,13,26,23,27,21,20,11,23,14,21,25,20,31,17,17,29,13,23,29,24,20,17,22,22,18,9,20,25,15,16,22,25,32,22,19,12,15,13,23,20,25,22,23,22,23,17,23,24,20,15,19,25,22,20,22,19,27,20,24,22,19,15,26,23,24,19,23,28,21,10,19,19,20,31,24,21,22,14,19,20,23,25,27,20,24,28,28,25,18,16,22,20,22,16,12,14,23,17,24,24,20,17,29,34,25,21,31,12,25,25,12,27,17,22,18,12,17,21,18,23,30,13,14,23,23,33,26,23,23,31,21,19,22,21,22,14,21,22,23,26,24,23,26,32,24,21,22,19,21,14,20,24,28,28,22,24,21,18,20,22,23,24,21,27,31,20,16,26,27,24,24,25,20,20,31,30,17,26,31,37,30,16,22,28,24,18,27,23,22,20
" ","90-94 years",29,25,25,26,26,32,29,26,21,25,19,13,24,14,19,20,24,18,25,19,22,21,18,24,27,22,25,18,28,28,25,26,29,21,17,18,25,21,16,20,18,25,23,26,27,21,28,30,18,24,13,22,17,24,24,18,17,24,22,17,20,26,22,20,16,24,25,26,17,18,19,18,22,30,18,24,20,18,24,21,21,13,26,13,23,20,20,18,25,23,20,20,22,22,18,29,23,13,23,16,26,15,14,19,24,25,23,21,21,21,12,15,16,20,13,19,15,16,12,19,19,17,12,20,23,14,17,25,21,17,22,19,22,26,21,17,9,21,19,20,25,10,13,11,18,16,16,8,19,17,18,18,14,15,16,18,13,19,17,13,12,19,19,7,18,19,16,14,20,15,15,11,16,8,16,16,15,13,16,13,20,21,10,14,16,18,9,12,24,17,17,18,18,12,19,18,16,17,17,12,15,15,9,11,23,17,12,23,15,16,17,26,15,17,17,15,22,16,17,15,16,12,20,12,17,10,16,13,13,18,13,16,8,22,11,19,14,15,17,15,14,12,19,10,18,10,17,11,20,9,11,17,16,15,14,17,17,24,18,23,15,11,19,18,12,18,14,22,20,16,14,13,15,15,15,12,12,15,9,18,16,15,13,14,14,13,16,14,19,13,15,7,21,17,19,14,18,10,9,16,14,17,22,12,16,15,19,14,8,12,12,12,11,21,21,12,17,15,13,18,16,15,12,14,19,21,21,17,16,9,18,18,10,19,21,22,13,11,13,16,14,26,11,16,22,21,18,17,13,25,19,18,24,24,15,10,17,19,16,18,12,12,18,17,15
" ","95-99 years",10,11,7,15,11,4,8,8,9,10,7,12,9,7,10,8,12,10,12,7,6,5,12,7,7,8,10,9,12,8,8,6,8,6,8,8,9,12,12,8,10,11,13,7,11,13,7,10,3,9,9,8,3,4,9,3,13,6,4,14,6,10,9,7,13,8,9,6,8,7,8,8,8,7,2,6,7,4,6,9,11,10,14,7,7,11,11,5,8,4,4,10,7,4,8,6,8,3,8,11,3,6,3,7,4,7,2,9,5,4,5,4,9,11,13,6,6,5,9,5,7,10,5,6,5,6,10,12,10,6,4,6,3,8,6,6,11,5,6,8,8,8,7,10,14,6,5,4,4,5,3,9,7,5,5,7,1,10,11,8,7,7,4,9,5,4,4,6,8,5,9,5,6,1,8,5,9,3,5,2,7,4,6,5,13,2,7,6,5,9,2,2,7,6,7,9,6,9,4,6,5,4,5,6,5,3,8,10,8,8,6,4,3,8,2,5,6,6,5,8,9,6,2,8,8,3,8,7,8,5,4,8,3,6,4,7,3,2,6,4,7,8,4,9,8,4,5,3,4,11,8,5,5,11,8,3,7,4,1,9,9,3,5,7,5,4,5,7,7,7,7,6,8,5,9,8,7,12,7,8,5,6,0,4,6,3,14,7,6,5,4,1,12,9,6,5,5,5,5,7,3,8,3,6,3,9,6,3,9,3,6,3,4,5,4,8,7,2,7,3,2,8,5,6,7,4,1,5,9,6,1,12,7,10,6,5,8,6,11,10,13,9,6,5,5,6,5,8,4,9,3,7,8,3,6,4,7,11,4,5,8,8,5,6,6
" ","100 years and over",3,1,1,3,1,3,0,2,5,0,1,1,0,1,4,4,1,3,2,0,4,2,2,2,2,2,2,2,2,1,2,3,2,2,5,3,4,0,2,0,5,1,2,1,2,3,0,3,1,4,2,3,1,1,2,3,3,1,1,1,0,2,4,3,0,0,1,0,1,1,2,3,1,1,1,0,1,2,1,2,0,2,0,1,1,1,2,1,2,0,0,1,2,0,2,1,1,2,2,1,2,1,2,2,3,2,0,1,0,1,0,2,1,1,0,2,0,2,1,0,0,0,0,1,1,2,2,0,1,2,0,2,1,1,0,0,1,1,2,1,1,1,4,3,2,1,1,0,2,3,1,0,0,2,2,0,2,2,3,2,1,1,2,2,1,1,1,2,2,1,3,2,1,1,0,0,2,0,1,1,1,0,2,2,0,1,1,3,2,1,0,1,1,1,2,1,3,4,2,0,3,0,2,2,3,0,1,1,3,2,0,0,3,1,0,3,0,1,2,0,1,1,0,2,1,3,1,1,2,1,0,2,1,1,0,0,0,1,3,2,1,4,0,0,2,1,1,2,0,2,1,1,1,1,2,1,1,2,2,1,0,2,0,1,0,0,1,3,3,2,0,1,2,1,0,0,0,0,0,1,2,2,1,1,0,1,2,1,0,4,0,1,0,3,1,0,0,1,0,0,0,2,0,0,0,0,2,1,1,1,3,2,0,1,0,0,3,5,0,2,1,2,2,2,1,1,2,1,2,0,2,2,3,0,0,2,1,0,2,0,3,1,0,0,1,2,1,0,0,1,1,5,1,2,2,0,0,2,1,1,2,1,1,1,5

"Data in this table is preliminary and can be changed continuously "
"with each new update of the table. The table is updated each Friday. "

