"Deaths per day (experimental statistics) by sex, age and time"

" "," ","2011M01D01","2011M01D02","2011M01D03","2011M01D04","2011M01D05","2011M01D06","2011M01D07","2011M01D08","2011M01D09","2011M01D10","2011M01D11","2011M01D12","2011M01D13","2011M01D14","2011M01D15","2011M01D16","2011M01D17","2011M01D18","2011M01D19","2011M01D20","2011M01D21","2011M01D22","2011M01D23","2011M01D24","2011M01D25","2011M01D26","2011M01D27","2011M01D28","2011M01D29","2011M01D30","2011M01D31","2011M02D01","2011M02D02","2011M02D03","2011M02D04","2011M02D05","2011M02D06","2011M02D07","2011M02D08","2011M02D09","2011M02D10","2011M02D11","2011M02D12","2011M02D13","2011M02D14","2011M02D15","2011M02D16","2011M02D17","2011M02D18","2011M02D19","2011M02D20","2011M02D21","2011M02D22","2011M02D23","2011M02D24","2011M02D25","2011M02D26","2011M02D27","2011M02D28","2011M03D01","2011M03D02","2011M03D03","2011M03D04","2011M03D05","2011M03D06","2011M03D07","2011M03D08","2011M03D09","2011M03D10","2011M03D11","2011M03D12","2011M03D13","2011M03D14","2011M03D15","2011M03D16","2011M03D17","2011M03D18","2011M03D19","2011M03D20","2011M03D21","2011M03D22","2011M03D23","2011M03D24","2011M03D25","2011M03D26","2011M03D27","2011M03D28","2011M03D29","2011M03D30","2011M03D31","2011M04D01","2011M04D02","2011M04D03","2011M04D04","2011M04D05","2011M04D06","2011M04D07","2011M04D08","2011M04D09","2011M04D10","2011M04D11","2011M04D12","2011M04D13","2011M04D14","2011M04D15","2011M04D16","2011M04D17","2011M04D18","2011M04D19","2011M04D20","2011M04D21","2011M04D22","2011M04D23","2011M04D24","2011M04D25","2011M04D26","2011M04D27","2011M04D28","2011M04D29","2011M04D30","2011M05D01","2011M05D02","2011M05D03","2011M05D04","2011M05D05","2011M05D06","2011M05D07","2011M05D08","2011M05D09","2011M05D10","2011M05D11","2011M05D12","2011M05D13","2011M05D14","2011M05D15","2011M05D16","2011M05D17","2011M05D18","2011M05D19","2011M05D20","2011M05D21","2011M05D22","2011M05D23","2011M05D24","2011M05D25","2011M05D26","2011M05D27","2011M05D28","2011M05D29","2011M05D30","2011M05D31","2011M06D01","2011M06D02","2011M06D03","2011M06D04","2011M06D05","2011M06D06","2011M06D07","2011M06D08","2011M06D09","2011M06D10","2011M06D11","2011M06D12","2011M06D13","2011M06D14","2011M06D15","2011M06D16","2011M06D17","2011M06D18","2011M06D19","2011M06D20","2011M06D21","2011M06D22","2011M06D23","2011M06D24","2011M06D25","2011M06D26","2011M06D27","2011M06D28","2011M06D29","2011M06D30","2011M07D01","2011M07D02","2011M07D03","2011M07D04","2011M07D05","2011M07D06","2011M07D07","2011M07D08","2011M07D09","2011M07D10","2011M07D11","2011M07D12","2011M07D13","2011M07D14","2011M07D15","2011M07D16","2011M07D17","2011M07D18","2011M07D19","2011M07D20","2011M07D21","2011M07D22","2011M07D23","2011M07D24","2011M07D25","2011M07D26","2011M07D27","2011M07D28","2011M07D29","2011M07D30","2011M07D31","2011M08D01","2011M08D02","2011M08D03","2011M08D04","2011M08D05","2011M08D06","2011M08D07","2011M08D08","2011M08D09","2011M08D10","2011M08D11","2011M08D12","2011M08D13","2011M08D14","2011M08D15","2011M08D16","2011M08D17","2011M08D18","2011M08D19","2011M08D20","2011M08D21","2011M08D22","2011M08D23","2011M08D24","2011M08D25","2011M08D26","2011M08D27","2011M08D28","2011M08D29","2011M08D30","2011M08D31","2011M09D01","2011M09D02","2011M09D03","2011M09D04","2011M09D05","2011M09D06","2011M09D07","2011M09D08","2011M09D09","2011M09D10","2011M09D11","2011M09D12","2011M09D13","2011M09D14","2011M09D15","2011M09D16","2011M09D17","2011M09D18","2011M09D19","2011M09D20","2011M09D21","2011M09D22","2011M09D23","2011M09D24","2011M09D25","2011M09D26","2011M09D27","2011M09D28","2011M09D29","2011M09D30","2011M10D01","2011M10D02","2011M10D03","2011M10D04","2011M10D05","2011M10D06","2011M10D07","2011M10D08","2011M10D09","2011M10D10","2011M10D11","2011M10D12","2011M10D13","2011M10D14","2011M10D15","2011M10D16","2011M10D17","2011M10D18","2011M10D19","2011M10D20","2011M10D21","2011M10D22","2011M10D23","2011M10D24","2011M10D25","2011M10D26","2011M10D27","2011M10D28","2011M10D29","2011M10D30","2011M10D31","2011M11D01","2011M11D02","2011M11D03","2011M11D04","2011M11D05","2011M11D06","2011M11D07","2011M11D08","2011M11D09","2011M11D10","2011M11D11","2011M11D12","2011M11D13","2011M11D14","2011M11D15","2011M11D16","2011M11D17","2011M11D18","2011M11D19","2011M11D20","2011M11D21","2011M11D22","2011M11D23","2011M11D24","2011M11D25","2011M11D26","2011M11D27","2011M11D28","2011M11D29","2011M11D30","2011M12D01","2011M12D02","2011M12D03","2011M12D04","2011M12D05","2011M12D06","2011M12D07","2011M12D08","2011M12D09","2011M12D10","2011M12D11","2011M12D12","2011M12D13","2011M12D14","2011M12D15","2011M12D16","2011M12D17","2011M12D18","2011M12D19","2011M12D20","2011M12D21","2011M12D22","2011M12D23","2011M12D24","2011M12D25","2011M12D26","2011M12D27","2011M12D28","2011M12D29","2011M12D30","2011M12D31"
" ","40-44 years",2,0,4,5,2,1,3,1,2,2,4,3,0,8,0,1,2,2,3,1,3,1,2,0,1,0,1,1,1,1,1,1,2,2,3,1,2,3,3,1,1,4,2,0,1,2,3,0,1,1,1,1,0,1,1,1,1,3,0,2,3,2,1,2,1,0,1,2,2,0,1,3,3,2,0,4,0,4,2,2,0,1,0,0,1,3,3,2,0,0,3,2,3,1,1,0,3,1,0,2,1,1,1,0,2,5,2,2,1,1,1,1,0,2,2,2,4,1,1,2,1,1,2,2,1,2,2,0,1,2,2,1,1,2,1,0,0,0,1,4,1,0,3,3,1,1,4,2,3,0,0,0,2,0,0,1,1,3,3,2,2,2,1,1,0,2,2,3,3,1,0,2,2,2,0,2,0,1,1,3,0,0,4,2,0,4,2,2,0,2,3,2,2,1,0,1,2,2,1,0,1,1,1,1,1,0,1,3,3,1,2,3,0,0,1,0,4,3,4,1,3,1,0,1,3,0,2,1,2,2,0,2,1,0,2,1,2,1,0,0,3,2,0,1,3,2,1,2,1,1,5,2,1,5,3,4,1,0,2,4,0,2,1,0,0,0,0,1,0,2,1,0,2,1,1,4,0,2,0,1,1,1,2,1,1,2,2,1,0,0,0,1,2,2,1,3,2,3,0,2,2,0,0,0,2,0,0,0,1,0,2,1,0,3,2,0,1,3,1,1,0,2,0,1,0,0,2,2,4,2,3,1,1,2,3,1,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1,2,1,2,1,0,1,0,2,0,0,2,3
" ","45-49 years",3,7,4,4,2,1,2,3,0,5,2,2,5,0,2,2,6,1,4,4,0,2,5,2,4,0,4,5,2,2,3,6,3,4,2,1,2,2,7,3,3,2,1,1,2,2,2,3,2,1,4,2,2,5,3,2,3,0,2,0,5,2,5,3,0,3,4,2,3,2,1,3,1,3,5,3,5,1,3,3,1,0,2,1,2,3,3,2,3,3,4,2,4,7,4,0,4,1,3,2,5,2,2,6,2,3,3,4,3,1,4,3,4,1,2,1,4,5,3,1,2,2,2,3,2,2,5,4,4,1,1,3,4,3,4,4,3,0,2,1,2,5,3,2,3,5,1,1,3,1,0,0,2,5,3,0,5,3,5,6,1,0,4,5,3,1,3,0,1,2,4,1,3,3,1,4,5,3,4,4,1,0,2,0,6,0,3,1,4,2,2,2,1,2,2,2,2,3,2,2,2,2,1,2,1,4,2,2,3,6,2,4,1,3,0,0,3,3,0,3,2,4,2,2,1,3,0,3,1,3,0,4,1,4,1,3,4,4,5,0,4,3,3,1,1,4,2,1,3,0,1,5,3,5,1,2,1,5,4,0,0,5,2,0,1,0,2,1,2,2,5,2,4,4,4,1,0,2,3,2,3,3,3,1,4,5,2,2,1,1,2,4,5,2,6,4,5,4,5,2,2,7,4,3,4,3,1,3,2,3,4,6,3,3,3,3,2,1,2,4,3,3,3,2,2,3,3,3,3,6,5,2,2,3,1,4,3,2,1,7,1,6,2,5,3,2,4,2,5,3,6,5,2,1,4,1,3,3,3,1,4,4,5,5,2
" ","50-54 years",4,6,3,6,6,4,5,5,5,9,3,3,4,5,7,3,7,5,6,1,6,1,8,3,7,8,6,6,8,4,5,2,7,5,7,3,3,4,7,6,2,3,4,2,7,2,6,6,5,5,2,2,5,3,6,3,7,5,4,4,4,3,5,5,8,4,8,7,4,2,1,5,6,4,3,6,4,5,4,7,4,5,1,2,4,8,3,4,1,8,4,1,5,6,0,7,7,5,4,3,6,4,2,3,4,3,1,3,5,7,1,3,1,4,6,5,6,7,2,4,4,7,2,3,4,3,3,4,5,3,1,6,3,2,2,5,4,3,1,2,2,3,4,3,1,5,5,3,3,6,4,0,3,4,4,1,8,3,4,5,4,2,2,4,8,2,3,3,2,1,5,5,4,2,5,1,3,2,4,5,5,5,5,5,6,4,4,1,4,2,1,3,7,2,1,4,0,3,1,2,5,3,3,3,5,7,2,3,4,5,5,3,5,4,2,4,8,0,4,4,6,5,4,7,8,3,5,3,4,1,3,5,4,4,10,5,3,1,6,6,2,1,2,6,5,6,7,3,2,5,5,4,5,6,4,1,0,2,5,5,4,5,5,5,1,2,6,5,7,0,2,2,8,6,0,2,5,1,3,7,5,2,4,5,5,7,7,7,2,6,1,9,1,6,2,1,2,7,3,4,3,3,3,1,6,0,6,4,3,2,4,6,2,4,4,0,4,2,3,0,1,0,2,3,6,6,3,2,2,2,9,4,5,5,6,3,2,7,4,5,1,3,3,3,3,2,4,6,5,4,4,9,4,3,7,3,5,5,6,1,3,1,4,3,0
" ","55-59 years",5,10,10,7,15,10,5,7,4,10,14,5,4,7,7,8,4,7,6,5,4,7,6,7,5,4,4,9,2,10,7,10,8,10,2,6,9,12,3,4,3,4,4,6,7,7,8,8,6,6,8,9,7,8,12,5,10,6,5,7,8,3,12,4,5,5,4,6,9,7,3,5,11,6,7,3,8,8,10,3,9,7,3,9,7,5,9,6,6,5,10,3,10,9,3,8,6,7,3,11,3,7,7,9,6,9,3,3,8,6,7,6,5,7,5,9,6,6,7,8,6,7,13,8,7,6,12,6,7,4,4,6,7,4,6,6,5,7,1,6,9,5,3,7,8,6,8,6,3,8,11,2,4,9,2,5,3,6,3,5,7,3,2,6,6,7,4,5,6,3,6,5,5,14,6,8,2,5,6,7,1,6,5,6,9,6,5,12,4,4,9,2,8,7,7,3,10,2,5,6,8,2,6,8,4,5,8,5,5,4,5,7,11,4,8,5,3,5,8,6,5,7,7,3,2,5,6,5,10,7,3,3,2,6,3,8,3,5,2,5,4,3,5,4,3,7,6,5,3,11,10,7,5,8,11,7,10,6,8,4,3,9,2,4,9,5,5,10,4,7,4,7,6,3,4,3,5,4,5,2,2,6,4,7,2,5,6,6,5,7,11,7,5,13,8,12,6,6,4,10,4,6,4,5,7,4,8,4,8,6,5,8,9,7,2,7,5,5,6,8,7,6,9,7,6,6,4,4,7,8,4,4,14,5,3,10,8,4,7,8,6,5,7,4,6,3,7,9,9,7,7,8,5,5,4,4,7,4,3,8,8,4,7,10,5
" ","60-64 years",13,8,8,18,14,11,14,8,15,11,7,12,5,13,7,8,8,10,13,11,7,18,13,6,3,6,14,3,5,12,11,15,11,11,9,7,8,4,12,12,11,11,13,10,9,16,8,14,16,8,4,7,11,16,8,11,8,7,8,9,6,17,9,11,6,8,12,11,13,10,2,11,13,2,8,7,12,6,9,6,13,7,13,16,12,5,10,15,16,8,8,4,9,11,7,8,11,10,11,8,12,9,6,5,9,10,6,13,7,5,4,3,6,9,11,5,8,17,6,12,8,12,8,15,9,10,12,10,13,9,6,4,13,6,7,10,11,9,9,13,11,6,10,9,8,8,10,11,3,9,16,15,12,8,4,12,10,8,11,8,14,12,15,9,12,7,5,8,9,7,9,13,7,11,11,5,12,9,7,5,10,11,4,7,8,5,9,10,5,9,10,15,9,15,19,8,12,10,10,12,4,10,6,6,6,8,4,8,10,9,5,11,8,7,12,7,9,10,11,16,7,7,11,7,6,12,12,7,6,7,8,10,7,7,8,7,5,13,8,10,8,6,13,10,13,7,6,7,7,8,10,11,10,4,9,12,8,7,13,7,10,8,9,8,9,12,7,11,13,9,6,9,10,5,18,6,12,7,10,11,11,7,11,9,8,7,6,11,11,11,6,11,7,8,5,10,3,7,12,11,7,4,9,12,11,14,8,6,5,10,13,8,16,4,6,6,8,6,12,8,5,10,10,8,7,6,8,8,9,16,9,7,9,8,9,9,10,8,12,12,13,10,10,10,9,20,12,6,12,5,8,4,12,7,13,15,5,8,11,7,9,11,8,19,12
" ","65-69 years",16,9,13,12,15,20,18,17,19,11,11,10,14,15,13,12,12,25,12,17,16,15,12,13,19,11,12,14,14,11,15,18,16,17,13,10,6,16,14,10,18,10,11,9,20,14,14,17,12,19,16,14,7,23,13,25,13,11,13,18,15,10,14,10,13,14,14,7,14,15,18,10,11,18,12,19,15,9,16,9,11,15,6,21,16,15,17,15,13,14,20,12,11,11,8,11,13,12,11,11,15,18,14,12,16,14,10,15,13,16,7,12,11,9,12,15,20,8,6,12,19,11,8,9,24,5,12,12,16,9,18,10,15,12,13,9,12,6,9,4,17,13,17,11,11,14,17,11,14,11,9,12,7,8,14,12,11,10,9,9,15,15,16,8,11,15,19,12,23,14,16,10,13,11,9,16,15,15,15,20,10,11,16,23,15,6,9,7,12,9,16,13,8,13,20,15,15,10,11,7,15,16,13,18,12,11,6,9,10,20,12,13,22,16,12,6,15,11,12,13,12,12,10,12,19,10,11,14,9,6,8,9,12,20,14,14,9,6,12,8,8,15,15,12,8,15,17,13,10,15,12,16,14,13,12,14,18,8,8,12,16,13,13,11,18,8,18,10,8,12,12,16,16,13,9,14,9,15,12,15,22,10,12,18,12,9,14,16,16,13,14,9,17,9,19,11,13,6,13,15,16,12,10,12,16,11,15,13,12,5,9,11,12,15,13,6,8,12,19,13,13,14,20,14,15,22,10,11,13,10,15,16,11,17,18,17,13,13,13,11,8,12,18,13,8,14,8,15,11,14,11,9,17,14,13,15,7,16,16,10,27,14,8,13,21
" ","70-74 years",18,7,18,20,22,19,15,13,9,15,24,15,16,21,15,20,15,11,12,17,19,13,10,17,14,12,20,15,17,14,18,19,11,20,15,13,16,14,17,17,15,8,17,10,18,16,17,15,12,17,20,10,17,11,22,19,19,12,11,13,15,22,20,21,9,15,19,14,19,18,18,13,17,13,16,16,17,14,17,10,18,16,16,15,12,8,12,12,16,10,14,15,15,15,12,13,12,15,16,16,9,11,16,9,14,11,15,14,14,10,28,15,24,15,17,18,20,10,15,15,11,17,16,12,10,13,10,16,21,16,13,9,13,15,6,15,19,21,20,13,19,17,19,12,18,16,12,20,9,15,11,11,7,12,18,12,10,6,18,9,19,17,12,19,10,19,8,15,14,10,15,13,14,17,12,11,11,16,15,13,18,15,15,13,17,15,9,16,15,17,10,12,17,17,11,20,6,15,16,17,14,12,19,11,13,13,13,14,6,22,21,17,14,11,13,13,8,10,12,19,12,13,20,10,16,13,9,14,19,15,13,15,24,16,9,23,15,28,9,11,14,11,23,15,19,9,12,17,14,15,10,10,16,17,12,14,11,7,14,13,9,17,16,18,13,15,21,19,15,11,12,11,18,14,13,28,16,18,16,13,12,11,14,15,18,14,8,18,11,11,16,13,16,20,8,10,9,11,17,15,10,12,16,15,19,19,12,13,16,7,11,14,20,14,12,10,13,17,10,15,16,19,14,12,10,21,14,14,16,10,17,13,19,13,12,22,17,14,10,18,15,18,18,23,16,16,13,18,22,21,16,16,14,15,16,20,17,16,17,18,14,14,18,20,13
" ","75-79 years",17,19,31,25,16,24,29,21,23,14,23,15,16,24,16,21,20,23,18,22,21,18,19,18,15,22,24,19,20,17,22,19,14,12,21,26,16,20,23,16,18,13,21,24,16,19,23,16,9,25,21,21,19,12,19,10,14,23,24,30,25,15,22,17,19,26,24,21,19,18,21,19,18,20,22,18,11,18,21,20,22,17,27,19,18,18,12,16,22,26,22,27,11,24,15,19,16,24,26,19,13,25,12,23,23,17,19,14,19,11,23,17,17,17,24,16,23,14,19,20,20,19,23,19,25,20,22,23,16,23,14,21,20,24,15,15,19,11,15,16,12,20,13,18,11,13,11,18,21,15,15,20,17,18,14,24,19,17,20,23,23,16,20,20,21,18,19,16,26,15,18,19,20,23,13,13,19,18,26,20,20,27,22,7,21,18,20,22,9,20,15,13,23,25,17,21,18,17,20,18,18,17,17,14,15,23,22,12,9,19,18,25,16,19,19,24,15,15,17,14,15,14,13,13,18,15,8,21,16,17,22,18,18,18,17,20,21,20,21,13,18,15,18,19,19,8,19,21,23,12,18,14,26,14,17,15,17,25,16,22,11,18,21,17,18,16,16,20,21,14,13,23,19,18,20,20,19,13,20,9,15,16,14,15,9,19,29,18,18,16,15,14,25,22,27,10,22,21,28,24,13,28,24,29,22,23,21,31,25,21,19,14,15,14,18,18,22,15,11,17,15,26,22,19,17,16,14,23,16,24,13,15,24,18,32,14,16,22,27,21,23,27,22,21,14,20,20,20,24,21,20,29,23,24,26,25,26,17,20,27,18,22,20,25,14
" ","80-84 years",23,30,26,29,34,26,28,26,21,27,26,30,16,23,26,18,23,20,26,33,26,30,17,30,21,17,25,22,23,25,30,25,26,21,26,29,20,31,22,23,29,23,24,24,26,27,24,32,18,37,25,26,23,19,23,23,22,17,33,28,28,23,31,18,25,26,22,38,24,24,19,22,26,27,26,25,29,28,20,23,28,26,25,22,14,15,23,23,19,24,36,26,33,18,25,25,21,15,19,21,15,20,20,14,16,22,21,23,27,22,18,19,17,22,18,21,22,22,22,20,24,29,25,22,21,20,17,20,21,16,19,19,22,22,22,25,26,20,20,25,26,21,31,29,28,24,25,24,28,23,24,16,19,23,12,19,27,24,15,17,17,35,16,30,26,23,22,18,22,26,21,20,20,23,20,11,19,34,23,25,21,17,19,17,21,14,15,21,21,21,20,17,22,22,25,27,22,22,12,25,22,22,16,19,14,25,17,26,19,20,20,24,21,18,20,18,16,18,18,22,21,16,21,19,20,18,24,17,16,24,23,14,16,28,16,17,20,24,14,23,19,16,25,23,18,26,31,21,18,8,16,15,16,25,16,22,27,14,20,16,31,20,17,21,24,28,17,19,22,28,24,22,23,17,23,18,21,26,18,13,25,20,15,17,18,18,22,23,22,19,25,17,30,14,30,19,16,22,19,21,19,18,29,26,22,20,23,23,25,17,21,22,24,21,20,20,24,28,20,22,14,21,18,26,21,22,21,34,20,28,23,22,26,24,22,20,21,19,20,27,22,25,29,27,27,25,19,26,22,25,22,26,26,25,21,28,27,27,23,27,14,24,28,34,24
" ","85-89 years",31,26,31,28,32,39,37,29,18,39,25,22,29,24,23,32,27,32,26,30,25,33,26,28,19,30,31,33,34,30,24,21,23,17,21,29,20,24,21,29,20,29,34,24,35,22,24,23,26,20,21,24,31,17,17,27,24,23,31,24,28,20,24,29,20,26,24,32,20,20,23,26,25,30,27,22,24,23,24,24,26,16,23,24,20,26,26,28,20,32,23,29,23,32,27,21,25,25,18,22,24,33,20,21,13,22,18,20,22,20,24,27,28,20,23,21,32,21,18,28,24,22,21,38,19,21,19,26,31,37,18,34,18,27,29,24,20,21,22,12,23,29,23,24,15,26,16,24,16,14,27,27,19,25,22,22,19,21,21,20,26,25,24,16,24,23,16,16,34,16,21,17,23,22,15,23,19,19,24,20,25,24,31,29,17,25,23,25,37,22,22,25,21,27,17,34,27,25,20,22,29,22,22,25,22,30,20,23,16,12,34,8,28,14,23,19,21,23,28,20,20,20,18,27,17,17,22,19,26,22,29,26,22,18,28,27,20,18,12,20,18,19,18,16,22,22,20,22,20,16,13,25,16,26,21,17,17,21,22,22,25,28,19,27,19,29,24,25,21,25,17,22,19,16,21,27,20,17,27,21,20,13,22,23,29,24,24,15,14,14,25,21,26,28,25,21,15,22,23,23,22,19,22,21,23,20,27,30,22,24,20,26,28,24,36,19,25,16,25,21,25,18,28,17,20,20,24,27,26,26,14,37,24,30,26,33,18,31,26,29,22,30,15,22,28,21,24,27,24,32,20,32,35,20,28,18,20,28,27,31,34,27,27,27,23
" ","90-94 years",17,18,17,27,25,17,24,14,20,26,17,15,25,21,13,14,13,17,20,20,18,17,14,24,20,23,22,18,14,17,18,18,26,15,26,14,9,17,16,17,17,21,24,18,16,21,18,18,21,19,24,14,14,19,16,21,22,23,28,19,16,20,16,21,25,18,21,23,19,19,12,19,18,22,23,21,18,21,15,23,16,14,14,28,20,15,21,17,16,9,14,19,19,14,17,21,8,18,21,19,12,19,21,12,14,19,13,11,12,20,20,14,7,11,18,25,16,8,14,15,20,17,18,10,14,20,16,23,14,15,18,14,17,23,14,19,11,18,12,12,11,11,25,14,15,18,18,15,13,18,21,12,18,22,10,15,15,18,12,19,16,22,4,13,9,20,11,18,19,14,13,18,16,24,14,12,12,18,5,16,15,18,14,17,17,16,12,16,16,14,21,13,11,17,14,17,17,18,15,17,15,10,22,13,16,23,26,19,23,17,15,17,15,17,16,19,16,16,13,12,15,16,13,17,23,13,13,22,17,9,16,15,12,9,16,13,13,8,15,9,15,15,18,14,10,7,21,19,14,19,21,9,14,22,10,19,22,18,19,19,9,21,16,22,18,18,11,16,20,13,16,24,14,18,20,21,16,22,9,18,16,13,17,12,17,16,18,16,17,15,19,13,8,16,14,12,19,19,15,12,16,14,18,21,13,16,14,17,22,13,22,19,14,23,14,14,18,19,3,22,22,15,13,12,13,13,19,16,16,17,23,26,15,20,19,15,31,13,22,20,19,16,12,18,22,23,19,24,21,11,20,14,16,17,21,17,20,20,17,22,21,14,13,20,18
" ","95-99 years",5,4,5,7,7,6,6,10,8,9,9,7,6,6,1,9,10,5,4,3,4,4,6,7,7,7,5,12,10,6,8,6,2,6,6,14,5,8,3,4,5,8,11,4,7,7,11,5,11,5,11,7,7,11,10,2,8,5,4,5,9,4,11,4,10,5,5,5,9,5,9,9,7,8,2,12,6,5,7,5,12,3,6,4,2,6,5,3,9,11,4,6,4,9,6,9,6,7,5,10,6,7,4,7,5,12,9,8,7,10,11,5,9,10,2,8,5,4,8,3,7,9,5,9,1,4,7,8,8,7,10,8,4,8,6,8,10,5,14,9,3,9,2,7,6,7,6,9,5,4,9,8,5,7,5,7,10,4,7,7,12,4,9,7,6,6,11,7,4,5,4,3,4,9,4,7,6,3,4,6,5,7,5,5,3,8,2,8,2,13,8,7,6,2,6,5,5,5,4,1,4,6,7,10,7,7,4,4,7,5,6,5,7,6,6,7,3,5,3,3,8,7,8,3,2,4,4,9,7,0,3,2,5,5,11,5,5,6,9,5,13,5,4,6,5,3,3,8,4,6,6,10,6,8,6,5,9,8,7,9,2,7,6,7,10,5,5,9,7,5,3,8,10,8,8,3,4,4,8,3,6,6,1,9,1,5,8,6,6,3,3,4,6,11,6,3,7,7,5,6,6,5,6,11,6,7,9,4,4,7,7,5,5,3,4,5,8,6,4,6,5,8,8,4,5,7,9,6,4,10,4,6,8,4,8,9,4,6,6,8,6,7,13,4,10,10,5,11,7,4,9,4,6,3,6,16,12,10,12,5,8,9,8,6,1
" ","100 years and over",1,1,1,1,0,3,1,2,2,1,2,1,0,1,4,3,3,2,1,2,0,1,1,1,1,0,1,0,3,4,2,2,5,2,1,1,1,0,2,1,4,0,1,1,0,1,2,1,3,2,2,3,0,2,1,1,2,1,5,2,1,1,0,1,0,4,1,1,1,0,2,2,0,1,0,3,1,0,0,2,1,0,1,1,4,2,5,3,2,1,2,2,2,2,2,1,1,2,0,1,1,3,1,0,2,2,1,0,0,0,0,0,1,1,1,1,1,0,0,3,1,2,0,0,1,2,1,1,3,0,1,1,2,2,1,1,3,1,0,1,1,0,1,1,3,1,2,1,1,1,3,0,0,0,2,2,1,3,1,0,1,0,2,1,3,0,1,1,2,0,0,0,2,0,1,1,2,2,1,1,0,1,2,0,1,0,0,2,0,2,1,0,1,3,1,3,1,0,1,1,3,1,0,3,0,0,0,0,1,1,0,2,2,1,1,1,2,0,1,3,3,1,1,0,1,0,2,2,3,0,1,1,3,2,0,0,0,0,0,0,1,2,1,1,0,4,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,4,0,0,0,5,1,1,1,0,1,1,0,3,0,0,1,2,1,0,1,3,0,1,2,0,4,1,0,1,1,1,0,3,2,3,4,2,1,2,3,3,2,1,2,2,3,1,2,0,1,1,2,0,0,1,1,0,1,0,2,2,0,0,1,1,0,0,0,2,0,2,1,2,1,2,2,1,2,3,2,2,2,3,0,1,3,1,0,1,6,1,3,3,3,3,3,1,3,2,2,1,3,1,2

"Data in this table is preliminary and can be changed continuously "
"with each new update of the table. The table is updated each Friday. "

