"Deaths per day (experimental statistics) by sex, age and time"

" "," ","2020M01D01","2020M01D02","2020M01D03","2020M01D04","2020M01D05","2020M01D06","2020M01D07","2020M01D08","2020M01D09","2020M01D10","2020M01D11","2020M01D12","2020M01D13","2020M01D14","2020M01D15","2020M01D16","2020M01D17","2020M01D18","2020M01D19","2020M01D20","2020M01D21","2020M01D22","2020M01D23","2020M01D24","2020M01D25","2020M01D26","2020M01D27","2020M01D28","2020M01D29","2020M01D30","2020M01D31","2020M02D01","2020M02D02","2020M02D03","2020M02D04","2020M02D05","2020M02D06","2020M02D07","2020M02D08","2020M02D09","2020M02D10","2020M02D11","2020M02D12","2020M02D13","2020M02D14","2020M02D15","2020M02D16","2020M02D17","2020M02D18","2020M02D19","2020M02D20","2020M02D21","2020M02D22","2020M02D23","2020M02D24","2020M02D25","2020M02D26","2020M02D27","2020M02D28","2020M02D29","2020M03D01","2020M03D02","2020M03D03","2020M03D04","2020M03D05","2020M03D06","2020M03D07","2020M03D08","2020M03D09","2020M03D10","2020M03D11","2020M03D12","2020M03D13","2020M03D14","2020M03D15","2020M03D16","2020M03D17","2020M03D18","2020M03D19","2020M03D20","2020M03D21","2020M03D22","2020M03D23","2020M03D24","2020M03D25","2020M03D26","2020M03D27","2020M03D28","2020M03D29","2020M03D30","2020M03D31","2020M04D01","2020M04D02","2020M04D03","2020M04D04","2020M04D05","2020M04D06","2020M04D07","2020M04D08","2020M04D09","2020M04D10","2020M04D11","2020M04D12","2020M04D13","2020M04D14","2020M04D15","2020M04D16","2020M04D17","2020M04D18","2020M04D19","2020M04D20","2020M04D21","2020M04D22","2020M04D23","2020M04D24","2020M04D25","2020M04D26","2020M04D27","2020M04D28","2020M04D29","2020M04D30","2020M05D01","2020M05D02","2020M05D03","2020M05D04","2020M05D05","2020M05D06","2020M05D07","2020M05D08","2020M05D09","2020M05D10","2020M05D11","2020M05D12","2020M05D13","2020M05D14","2020M05D15","2020M05D16","2020M05D17","2020M05D18","2020M05D19","2020M05D20","2020M05D21","2020M05D22","2020M05D23","2020M05D24","2020M05D25","2020M05D26","2020M05D27","2020M05D28","2020M05D29","2020M05D30","2020M05D31","2020M06D01","2020M06D02","2020M06D03","2020M06D04","2020M06D05","2020M06D06","2020M06D07","2020M06D08","2020M06D09","2020M06D10","2020M06D11","2020M06D12","2020M06D13","2020M06D14","2020M06D15","2020M06D16","2020M06D17","2020M06D18","2020M06D19","2020M06D20","2020M06D21","2020M06D22","2020M06D23","2020M06D24","2020M06D25","2020M06D26","2020M06D27","2020M06D28","2020M06D29","2020M06D30","2020M07D01","2020M07D02","2020M07D03","2020M07D04","2020M07D05","2020M07D06","2020M07D07","2020M07D08","2020M07D09","2020M07D10","2020M07D11","2020M07D12","2020M07D13","2020M07D14","2020M07D15","2020M07D16","2020M07D17","2020M07D18","2020M07D19","2020M07D20","2020M07D21","2020M07D22","2020M07D23","2020M07D24","2020M07D25","2020M07D26","2020M07D27","2020M07D28","2020M07D29","2020M07D30","2020M07D31","2020M08D01","2020M08D02","2020M08D03","2020M08D04","2020M08D05","2020M08D06","2020M08D07","2020M08D08","2020M08D09","2020M08D10","2020M08D11","2020M08D12","2020M08D13","2020M08D14","2020M08D15","2020M08D16","2020M08D17","2020M08D18","2020M08D19","2020M08D20","2020M08D21","2020M08D22","2020M08D23","2020M08D24","2020M08D25","2020M08D26","2020M08D27","2020M08D28","2020M08D29","2020M08D30","2020M08D31","2020M09D01","2020M09D02","2020M09D03","2020M09D04","2020M09D05","2020M09D06","2020M09D07","2020M09D08","2020M09D09","2020M09D10","2020M09D11","2020M09D12","2020M09D13","2020M09D14","2020M09D15","2020M09D16","2020M09D17","2020M09D18","2020M09D19","2020M09D20","2020M09D21","2020M09D22","2020M09D23","2020M09D24","2020M09D25","2020M09D26","2020M09D27","2020M09D28","2020M09D29","2020M09D30","2020M10D01","2020M10D02","2020M10D03","2020M10D04","2020M10D05","2020M10D06","2020M10D07","2020M10D08","2020M10D09","2020M10D10","2020M10D11","2020M10D12","2020M10D13","2020M10D14","2020M10D15","2020M10D16","2020M10D17","2020M10D18","2020M10D19","2020M10D20","2020M10D21","2020M10D22","2020M10D23","2020M10D24","2020M10D25","2020M10D26","2020M10D27","2020M10D28","2020M10D29","2020M10D30","2020M10D31","2020M11D01","2020M11D02","2020M11D03","2020M11D04","2020M11D05","2020M11D06","2020M11D07","2020M11D08","2020M11D09","2020M11D10","2020M11D11","2020M11D12","2020M11D13","2020M11D14","2020M11D15","2020M11D16","2020M11D17","2020M11D18","2020M11D19","2020M11D20","2020M11D21","2020M11D22","2020M11D23","2020M11D24","2020M11D25","2020M11D26","2020M11D27","2020M11D28","2020M11D29","2020M11D30","2020M12D01","2020M12D02","2020M12D03","2020M12D04","2020M12D05","2020M12D06","2020M12D07","2020M12D08","2020M12D09","2020M12D10","2020M12D11","2020M12D12","2020M12D13","2020M12D14","2020M12D15","2020M12D16","2020M12D17","2020M12D18","2020M12D19","2020M12D20","2020M12D21","2020M12D22","2020M12D23","2020M12D24","2020M12D25","2020M12D26","2020M12D27","2020M12D28","2020M12D29","2020M12D30","2020M12D31"
" ","40-44 years",1,1,0,1,0,0,3,3,1,2,2,1,0,3,1,1,3,0,0,2,0,0,0,0,0,3,0,1,1,1,1,1,0,0,1,1,0,1,0,0,3,1,1,2,0,0,0,3,0,3,2,0,0,1,1,0,0,2,1,1,0,2,0,3,1,1,0,3,1,0,1,0,0,2,1,1,1,0,4,3,2,1,1,0,1,1,1,0,1,1,1,2,1,0,0,0,0,1,1,3,1,1,0,2,1,0,0,4,1,0,1,1,1,1,2,1,1,3,0,1,2,2,0,1,1,1,0,1,2,0,0,1,1,2,1,1,2,0,2,1,2,0,0,0,2,2,1,0,0,1,0,1,1,0,0,1,1,0,1,2,0,1,2,1,2,2,1,0,1,1,2,1,1,0,1,2,2,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,2,1,2,0,1,1,3,1,0,2,1,3,0,0,1,3,1,0,2,1,1,1,1,1,1,2,0,0,1,1,2,2,0,2,1,1,2,1,0,2,0,2,0,0,0,1,2,0,0,1,1,2,1,1,2,2,1,0,0,0,2,2,0,0,2,0,1,2,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,2,0,0,0,1,0,1,0,0,1,2,1,1,0,1,0,0,1,0,1,0,1,0,1,0,2,0,1,2,3,2,2,3,0,0,0,0,2,0,3,1,0,2,0,1,0,0,0,1,1,1,1,1,2,2,2,1,2,0,1,1,3,4,0,0,1,3,1,0,1,0,2,0,2,1,1,1,2,2,0,2,1,1,0,0,0,4,1,2,2
" ","45-49 years",1,0,1,3,1,4,3,0,4,3,1,2,4,2,3,2,0,1,1,1,0,1,1,3,0,3,1,3,1,2,6,3,1,5,1,0,2,2,2,0,1,1,3,0,0,1,2,2,5,2,3,1,2,3,0,3,2,0,2,2,2,2,3,0,0,4,3,2,1,4,1,0,0,2,3,1,2,2,1,0,4,1,1,4,1,0,1,4,0,3,2,2,3,6,2,1,3,2,1,2,1,3,0,2,0,3,0,3,2,1,4,7,2,4,3,1,3,1,3,1,1,1,1,3,2,1,5,1,2,2,3,2,2,3,0,0,2,0,1,0,1,2,1,3,2,0,1,0,1,3,1,1,1,0,4,1,1,1,1,1,2,0,2,0,3,3,3,1,6,2,2,3,0,1,1,0,1,0,0,1,0,2,1,1,2,1,0,1,0,0,1,1,1,2,4,3,0,0,1,2,1,2,1,5,0,0,1,2,1,2,3,0,2,3,3,1,1,3,1,1,2,2,1,1,2,3,1,2,2,0,0,4,1,1,0,2,2,0,0,0,1,1,0,2,0,1,2,3,1,2,0,0,1,2,1,2,2,1,1,1,2,2,0,0,2,2,2,1,1,3,2,1,1,0,2,1,2,0,2,0,1,4,4,1,3,0,3,2,1,0,3,3,3,2,2,2,3,2,3,2,0,4,4,2,0,0,2,1,2,0,1,2,1,3,2,2,0,3,2,0,2,3,2,1,0,3,0,4,3,2,0,1,1,2,2,0,1,1,4,0,3,1,2,3,2,5,2,1,0,4,0,1,2,2,1,1,6,1,1,1,3,2,2,1,2,1
" ","50-54 years",2,1,3,4,3,2,3,7,5,4,5,7,4,1,3,4,1,1,3,1,6,2,4,4,1,3,5,5,6,6,1,4,8,4,7,7,2,3,3,3,4,6,5,7,3,1,2,3,6,3,3,4,6,1,5,3,4,1,2,4,2,4,1,0,6,3,3,3,3,2,3,1,3,5,0,3,3,1,5,5,1,5,3,2,1,2,4,2,2,2,3,5,3,5,3,2,3,2,3,1,4,2,2,0,4,3,3,1,2,2,2,1,2,4,1,5,1,6,5,3,1,3,3,1,5,3,4,4,9,3,7,3,4,4,1,3,3,4,0,2,2,2,4,2,2,4,8,2,4,4,3,0,3,5,4,2,3,3,2,3,3,4,1,1,3,4,2,3,6,3,4,5,3,4,4,1,3,2,1,1,2,3,2,5,3,5,4,4,4,1,3,4,1,5,2,2,6,2,6,0,1,1,1,2,3,2,2,3,3,2,3,4,5,2,4,2,2,4,5,2,2,3,3,7,1,4,2,3,2,7,1,6,1,1,4,1,1,1,2,6,1,4,2,1,4,2,1,1,1,1,2,4,5,1,2,2,5,5,4,4,4,1,5,2,4,4,4,3,2,5,0,2,3,3,6,4,3,2,1,1,2,1,2,2,2,2,2,6,1,3,6,4,7,6,1,3,4,2,5,0,1,2,2,2,2,2,6,8,6,0,1,4,4,7,3,3,4,1,3,3,4,2,2,1,1,4,2,1,3,4,3,5,2,3,1,4,2,5,3,2,2,3,1,2,2,5,2,2,2,2,4,4,3,3,5,2,1,3,2,1,2,1,3,3,7,5
" ","55-59 years",8,6,4,5,8,5,6,1,3,8,4,2,1,2,4,7,3,5,4,7,6,5,5,4,2,3,7,9,7,5,8,4,4,8,3,3,9,7,10,6,5,4,6,6,3,1,5,5,4,5,9,11,4,5,5,3,2,5,7,9,5,9,3,3,4,10,7,4,3,6,6,3,5,8,4,7,2,3,5,4,3,8,5,4,10,7,2,4,4,1,3,3,4,5,10,6,4,6,4,2,4,5,5,1,3,10,7,6,7,5,6,4,7,9,7,4,5,7,3,4,1,7,1,8,4,6,5,3,7,4,5,7,1,3,6,5,2,11,3,4,5,4,5,5,5,6,3,3,4,3,3,2,3,4,6,3,6,6,5,8,3,9,4,1,4,7,2,2,3,3,6,2,6,8,3,4,11,10,5,5,4,7,6,10,8,6,3,6,6,3,3,3,9,1,7,8,10,10,6,2,1,4,8,4,1,7,3,6,4,4,11,7,3,6,4,6,4,5,7,1,10,5,5,10,3,7,3,6,10,4,2,7,4,3,2,5,8,9,7,6,4,2,2,2,3,3,5,4,4,3,7,5,6,5,2,10,4,8,6,3,5,8,5,3,6,6,4,3,4,9,2,1,4,6,5,7,6,4,4,7,5,5,3,4,2,4,5,8,4,9,4,11,6,6,2,10,6,3,5,3,7,7,2,6,7,5,4,6,6,1,5,4,6,5,3,2,3,7,2,4,6,6,6,3,6,5,3,6,5,2,5,3,6,7,8,5,3,2,9,7,4,7,5,5,7,3,4,2,11,6,6,1,7,4,2,4,4,4,3,3,3,10,4,3,7,5
" ","60-64 years",10,11,8,11,9,9,6,11,10,11,9,8,6,7,7,8,5,9,8,6,9,11,9,9,7,11,9,12,8,8,7,9,7,3,10,5,10,3,8,8,11,10,8,5,4,3,12,8,10,9,5,8,9,6,3,7,7,8,6,4,7,7,13,8,12,7,7,5,10,11,4,10,9,15,5,10,6,8,7,9,6,7,11,13,8,5,2,6,8,6,11,7,12,8,5,8,11,10,7,12,11,7,5,8,10,9,7,7,8,5,8,5,3,6,6,5,11,5,12,5,6,2,7,8,5,6,9,6,6,9,8,4,8,10,9,6,6,6,10,9,6,10,8,8,6,8,5,16,11,4,8,8,13,9,12,7,8,7,6,6,7,5,5,11,6,10,8,7,9,8,7,9,7,13,7,2,10,9,3,5,8,12,6,9,9,12,6,5,8,4,14,6,8,6,5,8,4,7,5,7,8,6,4,7,11,12,10,6,8,7,6,8,5,7,6,4,6,7,8,4,5,10,11,10,2,8,7,8,7,10,9,7,6,9,6,4,8,6,9,6,8,8,7,4,7,7,11,9,8,7,7,7,11,11,5,10,5,11,6,11,9,5,3,8,6,3,10,9,10,7,9,8,6,5,5,6,5,6,8,8,4,11,8,6,11,7,12,7,4,4,6,4,11,10,6,7,9,13,11,12,6,7,13,10,9,9,3,11,7,11,6,5,5,13,4,7,9,6,5,8,7,8,8,10,4,8,5,7,6,6,11,8,10,6,4,6,9,6,10,1,7,6,8,5,5,4,8,11,7,8,10,7,7,9,14,8,12,11,9,10,6,5,8,7,7,12
" ","65-69 years",11,12,16,19,18,14,8,12,11,10,11,10,18,13,12,12,13,9,18,8,7,16,13,14,4,15,15,11,10,15,12,6,12,14,10,10,9,10,15,19,12,9,12,13,14,9,11,21,12,16,11,16,13,8,6,9,11,12,23,4,11,12,12,10,10,14,9,13,10,17,15,20,14,17,12,15,12,19,10,12,10,8,16,16,14,8,9,6,8,17,12,8,12,10,14,13,13,15,4,13,14,16,16,19,11,16,10,7,13,9,15,13,10,10,9,10,15,6,7,8,11,10,11,15,10,11,12,12,12,14,12,15,9,9,5,7,19,13,8,10,13,10,12,12,9,9,13,15,14,12,13,10,12,8,5,16,10,9,7,10,9,12,14,13,8,7,7,13,10,11,13,10,13,7,12,6,13,11,13,11,10,7,15,10,9,13,17,15,11,15,12,7,11,8,11,11,8,8,13,14,10,10,10,11,9,16,9,10,13,9,12,6,16,17,12,10,8,8,13,10,8,12,18,9,8,10,11,6,10,5,16,8,16,12,13,18,10,11,16,10,9,11,14,10,13,12,10,18,7,6,7,12,9,13,6,12,6,13,7,10,9,14,8,11,12,8,8,13,9,14,13,10,9,7,10,14,17,16,14,11,10,10,5,12,16,11,13,14,18,6,15,4,12,4,13,14,9,12,10,10,10,9,14,7,10,10,10,5,12,12,8,12,16,10,13,17,14,20,11,18,12,14,11,12,8,10,10,8,11,13,9,10,10,7,15,11,14,12,10,11,11,9,14,11,10,14,11,10,15,16,12,13,20,13,11,14,10,15,17,14,16,10,12,11,15,14
" ","70-74 years",15,21,16,19,20,23,19,18,25,12,27,18,12,14,20,22,23,16,17,23,20,19,17,21,12,19,14,13,27,20,14,16,19,18,16,14,13,21,15,16,16,19,21,16,21,19,13,17,9,19,18,16,22,14,14,19,21,31,11,22,21,17,15,16,18,16,19,19,16,14,18,29,20,18,10,19,21,21,23,20,14,16,26,15,22,20,24,15,19,23,23,24,16,24,17,23,22,24,21,19,16,16,31,20,22,24,17,14,13,12,22,20,16,23,19,18,17,25,20,14,17,16,15,10,16,19,12,15,14,23,14,16,11,17,20,20,22,13,24,23,19,18,11,14,16,14,27,10,13,20,20,17,20,17,14,19,14,13,16,15,13,19,22,18,17,17,12,14,14,15,12,16,17,18,14,16,15,18,15,17,13,16,14,17,12,16,13,15,14,16,12,28,13,12,19,19,19,16,17,18,22,16,15,18,14,13,12,15,20,20,18,23,14,17,12,13,11,15,16,21,15,15,13,25,16,25,23,20,16,17,18,8,10,17,8,17,7,20,18,19,21,12,19,16,20,19,14,16,17,12,14,12,18,20,11,14,12,16,18,14,26,17,12,17,25,15,22,13,13,21,16,15,8,15,16,17,21,19,15,20,13,5,19,20,19,23,25,18,24,11,10,19,14,19,14,11,18,21,17,22,15,10,17,18,14,14,15,11,10,22,20,15,16,14,17,16,18,24,21,9,21,14,17,21,16,14,19,25,20,22,23,15,17,16,19,18,21,19,19,17,20,17,23,12,15,9,16,18,23,21,21,18,20,29,18,23,27,29,17,22,17,13,17,24,14,19
" ","75-79 years",21,23,22,20,25,22,24,19,19,20,15,25,24,28,24,18,15,32,19,16,23,25,24,17,18,30,20,13,19,25,29,29,14,28,22,20,23,33,26,24,20,27,22,19,14,20,26,16,26,21,29,21,12,26,22,17,27,16,24,29,20,14,32,23,25,15,26,20,21,18,33,27,25,24,21,27,20,25,31,30,25,20,20,24,23,17,18,28,24,32,21,22,38,26,26,32,25,22,18,28,27,26,20,27,25,20,19,35,26,18,25,15,27,23,33,26,27,18,30,29,20,23,25,20,24,18,24,35,17,21,17,18,21,16,24,31,13,15,21,22,21,19,23,24,16,13,27,24,15,21,24,24,15,22,30,20,28,15,13,18,11,23,21,16,25,18,23,17,28,22,21,15,18,18,20,20,24,24,27,20,19,21,35,19,13,22,24,14,23,20,13,24,21,28,31,19,25,9,21,14,17,23,20,21,16,21,16,25,16,16,20,20,10,27,20,21,23,21,17,13,21,26,21,24,14,21,21,23,22,19,24,27,20,16,19,17,16,14,22,21,21,25,22,21,16,20,19,21,23,25,19,24,22,16,23,22,29,29,25,27,20,26,24,30,19,17,20,19,12,22,21,20,19,23,15,27,22,28,21,22,18,14,18,15,26,26,22,29,18,24,24,28,26,21,24,21,29,21,27,26,30,21,16,18,11,22,26,21,26,12,21,22,18,26,22,34,27,24,21,25,30,19,20,24,17,22,26,24,25,30,25,19,28,22,26,30,18,23,33,21,21,23,22,34,21,22,25,24,37,29,21,25,31,20,26,22,28,25,29,24,20,21,28,28,25,24
" ","80-84 years",24,23,24,22,28,21,24,31,27,38,27,16,21,25,21,15,30,22,30,17,15,28,17,19,33,27,25,30,27,23,23,34,18,30,22,19,24,29,28,19,25,23,27,35,28,21,19,21,19,14,18,25,25,14,24,18,21,27,17,19,15,16,28,32,35,25,23,18,23,18,29,13,29,26,19,23,24,35,26,27,27,29,14,36,32,25,34,36,20,27,30,33,24,24,29,27,29,33,28,31,20,36,25,24,26,28,19,30,23,19,22,29,25,28,24,16,26,27,23,26,23,26,19,23,22,26,26,28,15,18,28,21,17,31,16,23,26,21,19,19,24,20,20,27,25,21,18,16,19,22,28,31,29,24,25,24,26,21,17,25,24,16,26,30,26,22,24,22,17,20,26,19,20,18,24,22,25,27,28,21,19,23,21,13,25,24,17,19,23,19,23,17,34,20,28,24,23,20,25,25,28,26,17,24,15,21,20,26,18,20,17,28,23,23,26,22,22,16,24,20,26,29,22,24,25,18,23,17,24,22,19,22,25,22,27,20,14,21,25,29,22,18,16,24,19,29,21,19,29,20,25,11,25,20,22,28,24,23,30,28,22,33,30,23,23,22,23,25,19,34,21,18,25,21,23,35,16,25,17,20,20,19,20,28,26,19,19,26,24,17,22,21,31,24,25,26,30,27,27,18,27,23,25,30,25,21,22,29,23,32,30,35,32,28,25,28,22,21,37,22,30,28,20,36,26,25,26,25,26,25,24,32,29,27,27,31,17,25,27,24,30,29,25,28,14,37,24,22,37,29,28,29,27,28,24,28,22,28,26,28,27,39,35,20,36,35
" ","85-89 years",41,33,31,26,26,24,26,29,27,25,28,38,23,37,23,23,18,18,20,20,18,33,21,27,17,17,23,21,21,28,22,31,22,19,21,29,22,22,26,32,31,29,22,20,17,31,22,31,17,23,24,19,28,23,28,32,36,25,29,24,17,25,17,28,16,28,21,19,25,20,25,23,27,24,26,35,35,36,23,24,25,32,24,31,28,25,34,29,19,21,33,30,26,22,26,23,35,25,27,22,29,27,25,19,23,33,24,19,34,19,23,20,24,21,17,20,25,33,23,23,26,24,24,30,23,23,25,25,31,29,18,19,20,19,21,23,27,27,23,27,24,19,16,27,20,24,20,19,23,20,21,23,16,29,17,21,24,25,21,24,19,18,27,24,23,23,23,28,26,14,22,23,15,23,20,25,24,24,22,21,22,26,31,22,23,20,15,24,21,26,28,20,23,12,23,19,22,19,24,33,28,11,21,21,23,28,16,26,27,19,25,19,23,13,22,30,17,29,19,24,33,20,27,28,14,23,17,18,10,29,33,23,17,32,22,23,22,19,21,24,20,25,14,21,20,26,29,24,19,21,17,22,24,27,31,25,22,22,20,17,29,31,19,26,16,31,16,28,28,32,21,26,24,11,18,34,26,20,26,27,24,25,25,25,13,21,31,25,16,28,26,19,27,25,24,33,27,25,28,28,27,20,26,25,26,21,25,16,32,16,20,24,24,19,25,34,24,20,24,25,23,21,21,26,23,24,28,29,19,18,28,29,26,36,21,23,33,26,36,32,23,30,33,29,25,21,26,24,23,37,28,36,26,35,31,36,34,35,28,34,38,27,31,39,40,35
" ","90-94 years",19,15,19,21,20,22,19,18,24,22,20,27,32,18,21,26,25,16,15,17,13,20,22,24,15,24,24,19,13,24,17,21,19,23,18,20,19,16,20,25,18,23,16,14,19,31,19,17,25,13,18,20,21,25,24,17,14,24,12,25,18,27,13,23,17,19,25,18,23,14,16,18,18,15,17,16,16,20,26,18,18,18,29,25,23,24,22,28,14,18,14,18,18,19,20,25,28,18,20,18,22,19,17,22,10,23,25,18,20,13,23,23,25,23,17,17,25,17,20,23,20,22,30,15,16,12,14,20,24,17,21,17,15,16,19,16,17,14,20,20,21,23,16,21,17,14,17,17,15,12,15,13,9,20,15,20,24,21,14,11,20,20,23,18,21,16,18,26,17,20,13,19,17,9,12,16,24,21,13,17,19,19,13,11,19,21,23,20,16,16,16,15,24,20,12,20,20,13,9,22,19,19,14,16,18,14,17,13,18,20,19,10,20,20,17,14,16,15,15,12,17,24,18,16,15,20,17,19,14,23,19,17,19,13,20,18,18,27,16,18,12,21,16,24,16,25,26,15,21,18,20,18,16,20,18,16,8,19,19,19,20,17,25,24,20,15,11,11,14,23,14,14,22,13,21,15,19,17,17,11,22,12,19,19,14,14,19,11,14,17,21,13,12,18,22,17,17,22,16,15,20,19,20,12,16,15,23,20,13,17,15,18,16,24,17,20,17,22,15,18,21,26,25,14,16,19,21,19,21,21,14,19,17,13,20,19,16,17,26,11,21,15,26,21,26,22,15,26,20,35,25,25,23,23,23,25,18,18,32,22,18,20,21,26,21,31
" ","95-99 years",10,6,2,7,6,10,8,10,14,8,6,10,7,9,7,11,5,16,7,13,5,8,8,6,11,11,7,10,11,7,5,10,6,9,8,8,3,7,9,12,4,7,9,14,9,10,7,5,5,4,6,11,10,14,4,5,7,9,4,5,9,11,13,8,10,8,8,7,7,6,9,7,12,7,4,4,6,11,10,7,5,10,7,9,8,8,6,8,6,7,8,3,8,14,7,8,14,5,6,5,8,10,8,5,7,9,10,12,11,9,8,6,5,9,7,8,6,4,11,9,9,8,10,4,13,1,8,4,9,8,3,7,8,4,9,4,6,7,8,12,5,8,8,10,6,6,7,8,3,11,11,7,5,8,5,8,6,7,4,7,11,7,10,10,8,8,2,6,9,8,8,7,3,10,7,8,9,7,11,5,9,9,10,8,6,10,9,7,4,6,10,6,5,7,10,13,12,6,10,6,15,6,10,8,7,9,5,9,11,12,10,3,10,5,9,8,2,11,4,10,6,6,5,9,10,10,8,7,4,13,9,2,9,9,4,8,6,7,6,4,5,12,8,7,6,7,7,10,8,8,10,11,10,12,7,6,6,10,4,11,6,7,8,7,10,9,7,4,11,3,6,12,14,11,5,9,9,4,12,8,3,6,13,7,4,3,6,7,9,3,9,6,8,6,7,11,5,11,5,5,5,5,5,3,4,8,11,9,6,7,8,7,9,13,7,8,7,7,7,10,7,13,9,13,8,12,10,4,7,10,7,7,11,11,6,7,7,13,10,10,5,8,12,9,10,13,1,12,10,4,10,15,9,7,8,9,10,10,12,5,8,9,4,14,8,10
" ","100 years and over",0,5,1,3,1,4,4,2,1,1,6,1,2,3,1,2,2,2,3,2,3,3,3,3,1,1,1,2,3,1,3,0,0,1,0,0,1,1,1,1,4,1,1,0,3,1,2,2,4,2,2,1,1,1,1,5,1,1,1,2,0,0,0,4,1,3,1,3,2,1,2,2,1,2,1,1,1,1,2,2,0,1,0,0,1,2,2,0,0,1,3,1,2,3,0,0,1,1,0,1,1,2,2,0,3,3,1,5,1,2,4,3,1,2,1,1,3,3,1,3,0,2,1,2,2,1,1,2,1,0,2,1,1,1,2,1,2,1,1,0,3,2,0,2,1,0,1,2,0,4,2,4,0,2,2,2,2,0,3,1,2,3,0,2,2,1,1,2,1,1,0,2,5,1,1,2,0,2,3,2,2,0,4,1,1,0,1,2,0,1,2,2,2,1,2,1,2,1,4,0,1,0,3,2,3,2,1,1,3,1,1,1,2,0,2,4,0,1,0,2,0,1,1,2,1,3,4,2,2,0,0,5,3,0,0,4,1,2,1,4,1,0,1,1,1,1,1,1,2,2,3,0,3,1,0,1,1,1,2,2,1,4,2,1,0,2,3,0,2,0,1,2,2,1,2,1,2,5,0,1,2,0,1,0,3,2,1,0,2,0,3,2,4,2,0,1,1,6,2,1,3,1,1,2,1,1,0,2,3,1,1,0,2,0,2,1,1,1,3,2,1,3,1,2,4,2,1,1,1,4,2,0,1,1,0,1,2,1,1,1,1,4,0,1,1,1,4,0,7,1,3,1,1,5,3,1,4,2,3,0,3,5,3,2,1,4

"Data in this table is preliminary and can be changed continuously "
"with each new update of the table. The table is updated each Friday. "

