"Deaths per day (experimental statistics) by sex, age and time"

" "," ","2015M01D01","2015M01D02","2015M01D03","2015M01D04","2015M01D05","2015M01D06","2015M01D07","2015M01D08","2015M01D09","2015M01D10","2015M01D11","2015M01D12","2015M01D13","2015M01D14","2015M01D15","2015M01D16","2015M01D17","2015M01D18","2015M01D19","2015M01D20","2015M01D21","2015M01D22","2015M01D23","2015M01D24","2015M01D25","2015M01D26","2015M01D27","2015M01D28","2015M01D29","2015M01D30","2015M01D31","2015M02D01","2015M02D02","2015M02D03","2015M02D04","2015M02D05","2015M02D06","2015M02D07","2015M02D08","2015M02D09","2015M02D10","2015M02D11","2015M02D12","2015M02D13","2015M02D14","2015M02D15","2015M02D16","2015M02D17","2015M02D18","2015M02D19","2015M02D20","2015M02D21","2015M02D22","2015M02D23","2015M02D24","2015M02D25","2015M02D26","2015M02D27","2015M02D28","2015M03D01","2015M03D02","2015M03D03","2015M03D04","2015M03D05","2015M03D06","2015M03D07","2015M03D08","2015M03D09","2015M03D10","2015M03D11","2015M03D12","2015M03D13","2015M03D14","2015M03D15","2015M03D16","2015M03D17","2015M03D18","2015M03D19","2015M03D20","2015M03D21","2015M03D22","2015M03D23","2015M03D24","2015M03D25","2015M03D26","2015M03D27","2015M03D28","2015M03D29","2015M03D30","2015M03D31","2015M04D01","2015M04D02","2015M04D03","2015M04D04","2015M04D05","2015M04D06","2015M04D07","2015M04D08","2015M04D09","2015M04D10","2015M04D11","2015M04D12","2015M04D13","2015M04D14","2015M04D15","2015M04D16","2015M04D17","2015M04D18","2015M04D19","2015M04D20","2015M04D21","2015M04D22","2015M04D23","2015M04D24","2015M04D25","2015M04D26","2015M04D27","2015M04D28","2015M04D29","2015M04D30","2015M05D01","2015M05D02","2015M05D03","2015M05D04","2015M05D05","2015M05D06","2015M05D07","2015M05D08","2015M05D09","2015M05D10","2015M05D11","2015M05D12","2015M05D13","2015M05D14","2015M05D15","2015M05D16","2015M05D17","2015M05D18","2015M05D19","2015M05D20","2015M05D21","2015M05D22","2015M05D23","2015M05D24","2015M05D25","2015M05D26","2015M05D27","2015M05D28","2015M05D29","2015M05D30","2015M05D31","2015M06D01","2015M06D02","2015M06D03","2015M06D04","2015M06D05","2015M06D06","2015M06D07","2015M06D08","2015M06D09","2015M06D10","2015M06D11","2015M06D12","2015M06D13","2015M06D14","2015M06D15","2015M06D16","2015M06D17","2015M06D18","2015M06D19","2015M06D20","2015M06D21","2015M06D22","2015M06D23","2015M06D24","2015M06D25","2015M06D26","2015M06D27","2015M06D28","2015M06D29","2015M06D30","2015M07D01","2015M07D02","2015M07D03","2015M07D04","2015M07D05","2015M07D06","2015M07D07","2015M07D08","2015M07D09","2015M07D10","2015M07D11","2015M07D12","2015M07D13","2015M07D14","2015M07D15","2015M07D16","2015M07D17","2015M07D18","2015M07D19","2015M07D20","2015M07D21","2015M07D22","2015M07D23","2015M07D24","2015M07D25","2015M07D26","2015M07D27","2015M07D28","2015M07D29","2015M07D30","2015M07D31","2015M08D01","2015M08D02","2015M08D03","2015M08D04","2015M08D05","2015M08D06","2015M08D07","2015M08D08","2015M08D09","2015M08D10","2015M08D11","2015M08D12","2015M08D13","2015M08D14","2015M08D15","2015M08D16","2015M08D17","2015M08D18","2015M08D19","2015M08D20","2015M08D21","2015M08D22","2015M08D23","2015M08D24","2015M08D25","2015M08D26","2015M08D27","2015M08D28","2015M08D29","2015M08D30","2015M08D31","2015M09D01","2015M09D02","2015M09D03","2015M09D04","2015M09D05","2015M09D06","2015M09D07","2015M09D08","2015M09D09","2015M09D10","2015M09D11","2015M09D12","2015M09D13","2015M09D14","2015M09D15","2015M09D16","2015M09D17","2015M09D18","2015M09D19","2015M09D20","2015M09D21","2015M09D22","2015M09D23","2015M09D24","2015M09D25","2015M09D26","2015M09D27","2015M09D28","2015M09D29","2015M09D30","2015M10D01","2015M10D02","2015M10D03","2015M10D04","2015M10D05","2015M10D06","2015M10D07","2015M10D08","2015M10D09","2015M10D10","2015M10D11","2015M10D12","2015M10D13","2015M10D14","2015M10D15","2015M10D16","2015M10D17","2015M10D18","2015M10D19","2015M10D20","2015M10D21","2015M10D22","2015M10D23","2015M10D24","2015M10D25","2015M10D26","2015M10D27","2015M10D28","2015M10D29","2015M10D30","2015M10D31","2015M11D01","2015M11D02","2015M11D03","2015M11D04","2015M11D05","2015M11D06","2015M11D07","2015M11D08","2015M11D09","2015M11D10","2015M11D11","2015M11D12","2015M11D13","2015M11D14","2015M11D15","2015M11D16","2015M11D17","2015M11D18","2015M11D19","2015M11D20","2015M11D21","2015M11D22","2015M11D23","2015M11D24","2015M11D25","2015M11D26","2015M11D27","2015M11D28","2015M11D29","2015M11D30","2015M12D01","2015M12D02","2015M12D03","2015M12D04","2015M12D05","2015M12D06","2015M12D07","2015M12D08","2015M12D09","2015M12D10","2015M12D11","2015M12D12","2015M12D13","2015M12D14","2015M12D15","2015M12D16","2015M12D17","2015M12D18","2015M12D19","2015M12D20","2015M12D21","2015M12D22","2015M12D23","2015M12D24","2015M12D25","2015M12D26","2015M12D27","2015M12D28","2015M12D29","2015M12D30","2015M12D31"
" ","40-44 years",2,1,1,1,5,4,2,0,1,2,2,2,0,3,3,0,2,1,0,0,0,1,1,1,0,2,0,3,0,1,1,1,1,3,1,0,2,1,1,1,0,0,0,2,2,0,0,1,0,2,0,1,1,2,1,0,0,3,1,1,0,1,1,0,1,0,1,2,0,1,2,3,0,0,1,3,1,1,0,2,1,2,3,2,2,2,2,1,2,1,3,0,0,0,0,0,1,1,0,1,3,0,1,2,0,1,1,1,0,1,0,0,1,2,0,3,3,1,2,4,2,0,1,0,1,1,3,0,2,2,1,4,1,0,0,1,1,1,2,1,2,0,1,0,0,3,2,4,2,0,1,1,1,0,0,1,0,1,3,1,2,5,2,1,0,2,1,1,0,2,0,3,0,0,3,1,1,1,2,1,0,1,1,0,1,1,0,1,0,1,2,0,2,2,0,2,0,0,1,3,3,3,0,2,2,1,2,1,2,2,1,1,2,1,1,0,2,0,1,1,1,2,0,1,0,1,1,2,1,2,0,3,2,1,1,0,1,1,1,0,0,3,1,2,2,1,0,0,2,2,1,1,1,0,0,2,2,2,5,1,3,0,1,1,0,0,0,1,1,1,2,1,1,0,0,1,2,0,3,0,0,1,1,1,1,3,1,1,1,1,1,2,0,1,0,0,0,0,0,2,0,1,2,0,1,2,0,3,1,0,0,3,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,3,1,1,0,2,6,0,1,2,5,2,2,3,0,4,1,2,2,1,1,3,3,2,0,0,1,3,1,1,2,2,1,2,0,2,1
" ","45-49 years",0,2,2,2,2,6,3,1,3,0,4,1,1,2,2,3,4,3,4,2,2,3,0,2,2,1,1,1,1,3,5,1,4,2,3,2,3,6,2,1,1,4,3,3,0,4,2,0,1,3,5,2,2,3,2,0,3,0,2,2,4,4,2,3,2,1,2,4,2,3,5,1,3,1,3,2,3,3,0,2,1,2,2,1,1,2,0,4,5,2,3,3,3,1,3,3,0,1,4,3,2,2,2,5,3,1,5,5,0,4,2,4,3,2,1,0,5,2,0,5,4,0,2,3,2,2,1,1,4,4,5,1,3,2,6,3,2,3,3,1,2,3,3,2,2,1,2,5,1,4,3,2,1,1,1,1,3,2,1,0,0,1,2,1,0,0,2,0,1,0,2,2,2,2,4,2,3,0,1,4,3,0,2,0,2,4,0,3,1,2,4,0,0,3,4,3,2,1,3,0,3,4,3,3,1,1,1,2,4,1,3,3,2,3,7,2,5,1,1,1,1,5,4,2,3,3,2,4,5,2,1,1,1,2,2,1,1,1,1,2,4,2,4,0,2,4,4,2,3,1,1,3,1,1,3,1,2,8,2,3,2,6,2,1,0,2,0,1,1,0,1,2,0,0,3,4,1,0,1,3,1,2,1,2,0,1,5,7,4,1,1,1,1,3,4,2,0,2,3,1,1,2,3,2,0,1,4,1,0,3,3,5,2,5,3,2,1,2,7,3,2,0,2,1,0,0,1,4,3,1,2,2,2,5,6,3,5,3,4,2,1,0,2,3,4,1,2,2,2,0,2,3,0,2,2,0,0,2,1,1,2,3,2,1,3
" ","50-54 years",1,5,5,7,1,4,3,9,2,0,5,3,1,4,2,6,3,1,9,1,5,5,5,1,3,2,4,3,6,7,6,2,3,3,3,4,2,2,4,4,4,8,2,4,1,5,7,5,7,3,5,7,7,2,2,1,3,4,5,8,10,4,3,4,2,5,2,9,8,8,3,3,6,4,5,3,8,2,3,7,5,6,4,3,5,4,4,3,3,7,2,3,5,0,3,1,5,2,4,0,3,3,4,2,3,1,4,4,5,6,6,1,6,4,0,2,2,3,3,4,3,4,7,3,2,3,7,3,2,1,7,0,3,2,5,4,1,8,1,1,5,5,5,3,1,3,3,5,3,3,5,1,3,5,3,6,3,1,2,4,6,1,6,5,4,1,2,4,1,0,4,0,5,5,5,6,2,5,3,3,2,4,2,4,2,7,4,5,2,4,2,2,4,4,2,3,5,5,2,4,2,4,5,6,4,0,1,5,3,3,5,5,2,2,4,5,4,4,8,8,4,2,3,0,4,3,3,1,4,0,2,2,3,4,5,3,3,5,3,6,5,6,2,0,5,6,5,5,2,2,4,1,9,2,4,5,6,5,6,4,0,5,3,4,3,4,3,9,2,8,8,1,3,3,5,3,4,1,5,2,4,5,4,8,0,5,5,3,3,1,3,6,4,2,8,5,5,3,1,5,3,5,1,6,5,5,3,6,2,3,7,3,7,8,5,2,8,1,7,3,2,4,3,5,2,2,1,2,4,8,3,8,3,6,3,3,3,3,2,4,3,4,2,4,2,1,2,2,4,5,7,4,5,3,4,3,6,4,1,1,6,3,0,8,5
" ","55-59 years",4,6,3,3,5,4,11,12,4,4,6,7,2,3,3,6,9,9,9,4,4,7,6,8,6,4,6,6,6,5,4,7,8,5,4,8,8,3,4,3,3,5,7,2,8,7,5,6,8,5,4,4,9,12,6,4,7,5,6,4,3,8,5,9,9,7,7,5,12,8,8,6,6,4,7,5,3,7,4,6,3,8,4,6,4,6,3,7,5,4,3,2,4,5,5,8,5,5,5,6,7,3,7,7,4,4,5,7,5,4,3,5,2,6,6,5,7,8,3,5,7,4,5,6,7,1,6,7,8,6,6,5,8,4,7,4,3,5,6,8,7,3,3,9,6,2,5,9,9,3,4,8,6,5,7,4,9,6,2,6,2,8,6,10,9,6,5,5,4,7,3,5,4,6,6,5,5,7,6,2,6,7,5,7,4,4,5,6,6,6,7,7,10,6,2,3,0,7,2,7,10,6,6,7,4,3,12,2,5,4,3,7,4,6,6,8,3,3,9,2,4,7,6,6,7,4,9,1,7,5,9,6,4,7,4,8,5,5,5,6,10,7,8,3,5,3,6,5,7,7,8,4,6,5,9,5,4,7,6,4,6,3,1,2,7,6,6,3,5,5,5,10,3,6,6,4,5,7,3,2,3,6,10,1,5,5,3,2,7,3,11,5,3,3,8,5,2,2,4,3,7,9,8,4,6,2,9,4,4,5,4,2,6,5,11,8,2,5,6,5,1,4,6,8,1,5,5,6,5,8,5,8,5,11,9,9,5,5,4,7,4,3,6,5,4,6,8,8,6,2,5,8,4,3,6,2,3,7,2,6,8,7,9,7,8
" ","60-64 years",12,7,6,7,8,14,10,7,15,10,7,12,12,11,13,10,5,4,13,10,7,8,7,6,13,10,6,4,10,7,17,4,13,9,9,9,12,9,9,9,11,12,10,9,10,11,11,12,9,7,11,5,8,12,6,11,5,6,6,9,10,8,8,9,12,10,8,10,11,10,8,18,9,14,6,8,12,6,10,10,9,6,8,10,16,10,7,7,10,9,6,8,3,7,8,5,14,10,11,5,10,18,12,7,5,9,10,9,8,10,3,3,5,10,10,2,8,11,8,12,8,4,6,6,5,13,11,18,13,13,10,10,5,7,8,4,9,9,11,7,8,4,2,6,5,9,10,6,12,5,10,16,9,10,7,8,2,6,8,7,6,2,11,9,7,9,8,5,7,7,9,7,12,11,5,9,11,8,9,14,12,7,6,9,11,5,10,7,8,5,4,10,7,11,7,11,5,3,8,8,6,6,10,5,14,6,12,8,7,7,12,9,7,13,7,11,5,7,9,9,5,7,3,8,8,11,10,4,9,11,7,11,7,10,11,11,4,10,6,5,9,10,8,6,9,12,9,7,8,5,10,5,12,8,15,9,12,11,8,6,9,5,7,4,8,14,4,5,4,6,8,9,13,8,4,12,12,5,11,7,6,6,10,7,7,7,2,6,9,8,8,8,15,6,10,7,6,6,6,7,11,8,6,11,10,12,8,5,10,8,6,14,5,7,14,10,9,11,9,9,8,8,15,6,7,5,2,6,10,9,10,9,18,7,14,9,6,9,16,7,4,9,10,9,11,7,8,12,6,7,13,14,10,6,5,9,10,14,10,6,5,6,11,13,5
" ","65-69 years",14,21,14,15,13,10,16,14,16,12,15,16,15,11,15,9,14,21,20,13,11,7,14,13,11,15,8,9,22,15,13,21,14,12,11,13,20,13,21,19,16,15,11,12,15,13,12,11,16,24,10,11,14,9,16,9,12,12,11,9,14,18,19,19,8,13,13,14,20,19,13,17,12,14,16,17,13,11,12,7,10,14,16,10,14,11,16,19,13,11,15,12,14,12,11,7,13,18,10,14,16,10,4,20,12,16,17,10,11,18,5,16,18,15,13,13,9,6,7,14,12,13,14,5,16,20,13,11,12,10,21,12,15,5,9,11,7,10,21,11,14,12,13,15,9,18,12,11,18,26,14,10,20,10,13,12,17,8,11,15,14,10,12,11,12,14,9,16,13,13,12,10,9,15,15,12,8,13,10,12,8,7,12,16,8,15,16,16,9,15,14,15,13,13,17,11,9,12,8,18,13,9,17,13,18,8,19,12,9,18,9,13,17,9,15,8,9,7,14,13,8,14,23,15,12,12,10,13,14,8,15,12,8,6,17,10,20,11,12,12,14,11,11,7,8,9,8,10,15,16,9,15,9,13,12,5,18,16,6,16,8,7,10,5,12,10,10,15,16,14,8,15,3,17,14,14,14,11,11,7,15,15,6,13,13,12,5,14,10,15,12,10,15,12,12,17,10,12,12,13,13,12,10,14,14,9,13,12,18,12,6,7,13,19,10,7,13,11,13,12,14,12,10,11,19,14,9,11,8,10,17,14,14,13,17,15,17,13,19,15,12,10,11,13,14,13,9,14,16,18,13,9,18,9,15,11,22,7,11,15,15,13,8,14,9
" ","70-74 years",11,25,13,7,22,11,19,14,22,11,20,31,21,16,16,22,17,11,16,19,17,15,16,19,14,14,25,18,18,20,17,11,27,20,18,14,23,19,17,15,13,19,23,16,18,17,17,17,22,15,25,21,14,19,23,23,19,17,24,24,18,12,15,15,18,26,29,22,10,16,26,20,11,16,12,17,20,16,14,8,18,11,15,23,10,16,18,17,20,16,23,21,16,14,16,15,15,20,22,18,14,23,15,22,22,21,13,18,11,15,14,19,16,21,13,14,11,15,24,13,23,19,21,18,22,16,19,18,13,18,21,17,16,11,12,9,18,16,20,13,19,18,23,19,13,13,13,26,24,18,24,18,14,16,19,13,13,15,18,18,16,13,19,25,24,12,24,11,13,19,11,20,12,12,17,12,18,17,12,14,25,17,12,18,22,20,11,19,24,27,11,14,17,18,15,8,9,18,19,11,14,14,14,16,10,19,12,13,25,16,17,18,12,20,15,9,13,12,12,14,12,20,23,15,14,13,11,15,17,12,12,12,13,16,20,13,11,12,13,17,12,16,8,15,16,13,15,13,13,15,22,18,10,9,17,12,14,17,22,20,12,13,8,13,16,19,22,20,16,18,13,12,10,10,21,18,9,19,19,11,11,14,23,23,15,17,12,14,19,15,12,19,16,18,13,22,10,17,15,15,21,20,22,11,14,24,20,26,18,16,17,23,18,15,19,12,17,14,18,23,14,10,13,16,25,19,20,17,15,14,14,16,16,16,15,20,12,24,15,8,10,20,18,21,26,20,15,17,14,15,22,21,18,15,8,19,20,16,16,15,16,11,20,18,17
" ","75-79 years",30,22,19,24,18,17,20,26,18,19,25,22,20,18,19,20,15,13,13,21,14,21,26,14,9,9,24,20,18,16,16,27,17,17,26,17,21,19,25,29,24,13,22,18,19,14,21,17,9,16,28,24,11,21,24,27,23,25,23,21,12,23,24,18,20,21,25,25,22,26,24,26,26,23,17,19,28,17,21,16,23,21,25,23,14,25,20,19,19,21,12,16,19,23,22,11,18,23,23,20,22,18,21,14,17,25,15,16,22,15,13,11,15,14,20,15,23,19,13,19,24,22,18,20,11,20,17,24,16,12,18,18,19,14,20,15,12,20,15,23,17,16,15,11,17,9,14,19,15,15,19,10,23,27,14,17,15,19,15,20,19,17,19,20,23,18,19,18,16,18,19,13,20,16,19,10,26,18,12,20,11,16,11,18,21,15,18,14,17,14,12,17,16,15,14,22,18,14,15,17,12,17,17,13,19,25,18,13,14,17,14,14,22,17,14,22,21,17,15,18,16,22,21,19,17,19,16,17,23,15,17,23,9,16,19,20,17,15,20,19,14,14,11,16,20,13,21,13,21,21,24,19,13,14,21,14,21,11,15,24,16,14,16,17,18,18,20,23,15,15,17,14,19,18,21,15,19,18,14,15,21,15,16,13,17,15,10,24,17,13,20,12,16,14,20,25,14,20,19,15,14,19,14,24,21,20,11,17,10,23,18,14,24,18,21,24,20,11,17,25,13,25,21,17,26,18,25,18,20,21,13,24,19,25,19,16,27,13,26,24,15,25,13,20,24,18,22,21,18,20,17,17,14,19,20,18,21,19,18,21,19,10,22,18,16
" ","80-84 years",27,26,31,22,16,19,19,25,28,23,29,23,24,34,23,19,22,22,22,25,18,29,29,27,19,23,33,30,27,24,22,21,24,23,23,25,14,28,20,21,24,25,21,23,38,21,23,31,16,24,31,28,25,29,32,23,33,26,27,23,34,21,21,37,29,36,20,26,20,32,23,17,20,19,36,28,15,26,22,25,21,24,31,27,19,29,26,19,18,24,22,21,25,24,23,20,19,18,18,27,29,26,18,30,25,20,20,17,21,23,21,26,26,28,19,18,14,23,20,27,21,17,21,29,16,17,17,18,21,14,12,29,24,20,20,27,22,15,14,17,25,15,25,17,17,22,17,22,23,17,24,28,20,26,23,26,25,19,26,18,25,23,16,28,17,20,24,14,20,26,18,16,16,15,17,17,19,23,23,14,19,15,16,24,17,23,27,16,22,18,23,18,15,15,20,18,14,26,31,22,17,19,22,20,16,16,16,30,18,30,19,24,15,22,15,28,26,22,26,29,16,20,24,11,16,22,24,26,17,20,25,25,13,25,17,17,18,21,18,19,17,14,32,19,17,17,18,22,18,17,17,15,11,21,23,17,20,25,22,25,14,25,21,22,20,13,27,17,28,23,24,21,22,27,18,27,24,26,28,23,21,21,23,19,21,18,24,18,16,18,31,21,14,28,31,18,17,29,28,14,25,32,19,16,21,25,12,26,19,20,18,23,22,15,17,24,19,17,25,23,23,29,29,22,26,26,25,32,21,18,31,23,25,23,20,20,22,25,28,27,27,24,28,20,18,21,21,23,23,16,20,21,19,14,28,21,25,23,14,20,26,12,26,27,27
" ","85-89 years",40,33,36,22,33,26,31,28,22,30,22,33,22,33,37,21,20,21,21,21,28,21,22,28,32,30,19,27,17,34,28,24,22,29,29,27,35,23,22,25,28,30,21,21,16,20,28,23,22,27,31,24,22,27,22,19,28,30,21,38,31,36,23,29,22,36,29,28,33,27,20,27,19,25,25,23,26,28,28,21,31,25,23,27,36,25,23,18,19,24,28,32,24,29,30,19,33,27,16,26,28,22,30,24,29,27,25,26,35,29,20,28,15,18,25,21,27,26,26,19,24,19,32,22,13,22,14,34,23,28,19,25,15,21,27,16,25,18,31,24,24,9,31,20,18,22,19,23,28,21,25,25,22,20,15,26,15,22,12,23,25,26,30,26,21,21,25,19,18,19,24,22,24,16,23,14,21,19,18,20,18,30,17,16,22,22,26,29,21,24,25,25,23,27,25,22,12,23,19,18,25,31,20,23,24,15,20,26,20,22,22,14,24,27,13,28,20,21,27,12,12,24,18,22,21,25,22,20,20,18,23,16,22,31,30,31,25,18,26,14,15,27,26,17,26,11,13,15,17,15,17,21,19,14,21,25,25,23,15,17,18,19,25,22,21,19,24,21,24,19,20,22,24,19,24,24,26,22,15,25,14,18,28,26,21,23,22,21,31,26,21,14,20,19,27,26,31,21,29,16,16,18,27,15,27,17,22,20,20,25,23,25,22,23,28,17,15,18,21,21,18,22,21,18,24,20,25,25,23,32,25,28,30,31,25,27,19,26,30,20,26,27,18,34,33,27,20,21,24,22,28,32,26,24,22,28,25,23,20,16,21,14,21,31,29
" ","90-94 years",8,31,18,11,23,24,23,21,19,21,13,18,21,26,21,19,13,23,20,22,24,27,29,21,16,13,18,21,17,18,22,22,36,23,15,19,22,20,21,24,26,13,19,27,28,21,20,24,17,27,26,24,30,25,23,21,22,21,26,24,17,21,29,30,25,14,25,21,18,24,25,23,28,32,20,25,28,11,26,23,19,18,23,16,22,21,18,26,18,18,17,23,16,14,29,18,31,17,19,22,23,21,18,17,18,26,20,21,19,15,19,17,11,12,16,21,17,11,18,16,20,17,12,20,13,21,23,16,15,16,19,16,23,14,14,12,15,21,12,20,15,18,18,18,16,15,18,15,14,18,9,16,19,16,22,17,14,6,17,17,19,25,22,18,19,18,19,17,16,19,15,15,16,24,12,19,17,17,13,18,21,22,21,24,18,12,11,18,7,14,12,19,16,19,17,13,15,22,18,17,12,20,23,18,15,18,24,15,18,15,11,15,14,21,27,17,19,17,19,18,16,15,29,21,13,13,13,14,11,15,8,13,11,20,14,15,18,15,13,14,16,14,11,25,18,17,9,18,19,16,15,12,18,17,21,17,12,12,19,19,16,20,17,24,22,16,13,16,23,24,16,16,23,18,14,16,18,17,15,15,13,19,18,14,18,16,15,22,23,23,23,20,21,20,11,19,29,18,24,19,17,14,20,18,22,12,11,21,14,18,14,23,14,16,23,21,18,15,11,17,18,19,14,20,13,18,21,25,17,23,19,23,18,10,13,23,20,26,18,15,25,15,11,19,19,19,15,15,19,16,13,19,21,19,18,21,11,18,24,15,18,12,23,22,24
" ","95-99 years",7,5,10,11,8,9,7,10,6,7,8,6,6,13,9,8,5,9,7,8,9,7,9,12,7,11,12,6,8,11,5,13,8,8,6,7,8,8,5,4,13,10,7,19,7,12,10,3,12,9,12,8,7,4,15,8,5,8,8,14,9,12,7,9,8,13,12,2,3,11,8,14,9,6,8,11,7,10,7,9,7,10,3,8,5,9,6,12,5,9,8,8,8,15,8,7,7,12,14,9,9,7,8,7,3,7,7,9,6,4,3,9,11,10,10,4,12,12,13,3,5,5,8,8,8,5,7,5,8,8,8,5,3,5,7,7,9,10,5,9,11,7,11,9,10,8,7,7,8,5,6,9,4,5,4,4,10,7,3,12,10,3,1,4,6,4,4,4,12,5,7,7,7,8,2,4,5,5,2,1,11,4,5,10,6,3,11,3,5,5,6,5,9,11,8,11,6,5,10,3,3,5,4,3,3,4,5,8,6,5,7,5,2,7,12,5,5,9,3,5,5,7,6,2,4,3,8,4,10,6,3,7,11,10,10,7,4,4,3,9,9,6,3,6,11,10,6,5,7,5,6,4,10,6,9,4,13,3,6,4,5,7,11,8,1,7,7,9,8,9,3,5,5,9,6,3,7,8,2,8,5,3,6,6,3,3,5,6,7,6,8,10,9,6,8,9,9,7,11,5,9,8,14,6,6,6,6,9,12,4,5,6,6,10,13,7,4,6,10,8,5,8,5,4,3,6,11,7,9,3,4,10,7,9,7,7,5,9,7,10,5,7,12,11,6,2,10,11,4,7,6,11,12,7,7,8,6,9,5,9,9,8,3,3,10
" ","100 years and over",0,2,4,0,0,0,1,2,0,0,2,2,2,3,1,2,1,1,0,1,1,1,5,1,1,3,0,0,1,1,1,1,0,2,2,1,1,3,1,0,1,0,1,1,1,1,0,0,3,0,1,2,2,2,3,1,4,1,3,4,0,3,1,3,3,2,1,0,0,2,2,0,3,1,1,2,1,2,1,1,3,3,2,2,4,2,0,1,1,1,1,3,1,0,2,1,0,3,4,3,0,1,1,0,0,3,2,0,2,1,2,0,1,1,0,0,2,1,1,3,1,0,1,2,1,3,2,0,1,1,1,0,0,0,3,2,1,1,1,0,1,3,0,0,2,1,0,0,1,3,3,2,0,2,4,0,1,1,0,2,2,2,0,1,3,0,2,3,3,2,4,0,1,0,1,2,1,1,1,4,2,1,2,1,2,2,2,2,1,1,3,2,3,0,0,0,1,0,0,1,1,2,3,0,2,3,1,1,0,1,0,0,1,0,1,0,2,3,3,0,0,1,1,0,3,2,2,1,0,2,3,0,3,0,2,3,0,1,2,1,1,0,0,0,0,0,1,2,0,3,1,2,3,5,2,0,1,0,2,0,0,1,0,0,1,0,2,3,1,2,0,2,2,0,2,2,0,1,3,0,0,1,1,0,1,0,2,2,1,3,0,0,3,1,3,1,2,3,0,1,3,0,2,3,1,2,2,3,1,1,2,0,0,3,1,0,1,4,0,1,0,1,2,3,2,2,1,1,0,0,3,1,2,2,2,1,0,0,1,1,0,1,1,2,0,1,0,5,3,0,1,2,1,0,0,2,2,0,1,2,2,2,1,3,1

"Data in this table is preliminary and can be changed continuously "
"with each new update of the table. The table is updated each Friday. "

